dataset,raw_index,algorithm_raw,algorithm,algo_row,is_paper_row,drop_reason,n_params,n_rank,original_expr,sympy_expr,orig_status,orig_runtime_ms,orig_nodes,orig_params,simpl_nodes,simpl_params,orig_total_size,orig_egraph_nodes,orig_eclass_count,orig_passes,orig_extracted_cost,orig_rendered,sympy_status,sympy_runtime_ms,orig_nodes_sympy,orig_params_sympy,simpl_nodes_sympy,simpl_params_sympy,sympy_total_size,sympy_egraph_nodes,sympy_eclass_count,sympy_passes,sympy_extracted_cost,sympy_rendered
kotanchek,147,Operon,Operon,28,1,kept,12.0,11.0,(0.0014168095076457 + (0.9966097474098206 * (((4.5074963569641113 * x0) + exp(((-2.2596077919006348) * x0))) * ((((-0.0000623191444902) * x0) - exp(((0.5578119754791260 * x0) - exp((0.7266396284103394 * x0))))) * ((exp((1.8929998874664307 * x1)) * ((-0.0988849624991417) - ((-0.0229831431061029) * x1))) * (exp((0.2581167519092560 * x1)) + ((-0.6963179111480713) * x1))))))),(0.9966097474098206*(6.23191444902e-5*x0 + exp(0.557811975479126*x0 - exp(0.7266396284103394*x0)))*(0.0229831431061029*x1 - 0.0988849624991417)*(0.6963179111480713*x1 - exp(0.258116751909256*x1))*(4.5074963569641113*x0*exp(2.2596077919006348*x0) + 1)*exp(1.8929998874664307*x1) + 0.0014168095076457*exp(2.2596077919006348*x0))*exp(-2.2596077919006348*x0),saturated,1068.594959,46,12,44,11,736,750,136,2,108,(0.0014168095076457 + (((-0.022905224445656968 * (((4.507496356964111 * x0) + exp((-2.2596077919006348 * x0))) * (4.302499533794574 - x1))) * ((exp((0.258116751909256 * x1)) + (-0.6963179111480713 * x1)) * exp((1.8929998874664307 * x1)))) * ((-6.23191444902e-05 * x0) - exp(((0.557811975479126 * x0) - exp((0.7266396284103394 * x0))))))),saturated,2139.767875,58,15,54,13,811,827,149,2,130,((((((0.10324521574424408 * ((x1 + -4.302499533794574) * ((exp((2.2596077919006348 * x0)) * x0) + 0.22185264741367866))) * ((6.23191444902e-05 * x0) + exp(((0.557811975479126 * x0) - exp((0.7266396284103394 * x0)))))) * ((0.6963179111480713 * x1) - exp((0.258116751909256 * x1)))) * exp((1.8929998874664307 * x1))) + (0.0014168095076457 * exp((2.2596077919006348 * x0)))) * exp((-2.2596077919006348 * x0)))
kotanchek,151,SBP,SBP,2,1,kept,5.0,1.0,-0.000871-0.000000*((exp((((-13.691000*(-13.691000))-exp((1.294000-x1)))-(x0*x0)))*(((-5.521000+x1)*exp(x0))*exp(x0)))),-0.000871000000000000,saturated,329.043667,27,6,1,1,3,4,3,2,6,-0.000871,saturated,259.421917,1,1,1,1,3,4,3,1,6,-0.000871
kotanchek,150,SBP,SBP,1,1,kept,5.0,4.0,0.053829-0.000194*(((((exp(((x0+19.367000)-(x0*x0)))*exp((-13.819000+x0)))-(x1*exp(x1)))*(-1.237000-x1))+exp(x0))),((0.053829 - 0.000194*exp(x0))*exp(x0*(x0 - 1)) - 0.000194*(x1 + 1.237)*(x1*exp(x0**2 - x0 + x1) - 256.723594926263*exp(x0)))*exp(x0*(1 - x0)),saturated,278.231625,29,5,29,5,101,112,55,1,62,(0.053829 - (0.000194 * ((((exp(((x0 + 19.367) - (x0 * x0))) * exp((-13.819 + x0))) - (x1 * exp(x1))) * (-1.237 - x1)) + exp(x0)))),saturated,796.648458,42,7,40,6,102,113,56,2,86,((-0.000194 * ((((x1 * exp((((x0 ** 2.0) - x0) + x1))) - (256.723594926263 * exp(x0))) * (x1 - -1.237)) - (exp((x0 * (x0 - 1.0))) * (277.46907216494844 - exp(x0))))) * exp((x0 * (1.0 - x0))))
kotanchek,153,SBP,SBP,4,1,kept,7.0,5.0,1.105782+0.007318*((0.199000+((-7.153000+x0)*(((-7.153000+x0)*(x0-(x0*x0)))-(((x1-12.520000)+x0)+(-7.153000+x0)))))),-0.007318*(x0 - 7.153)*(x0*(x0 - 7.153)*(x0 - 1) + 2*x0 + x1 - 19.673) + 1.107238282,saturated,306.387833,29,7,25,5,146,154,49,2,58,(0.007318 * (151.3034001093195 + ((-7.153 + x0) * (((-7.153 + x0) * (x0 - (x0 * x0))) - ((x0 + x0) + (-19.673 + x1)))))),saturated,309.484125,25,7,23,7,93,105,50,2,63,(((-0.007318 * (x0 - 7.153)) * (((x0 * (((x0 - 1.0) * (x0 - 7.153)) + 2.0)) + x1) - 19.673)) + 1.107238282)
kotanchek,152,SBP,SBP,3,1,kept,7.0,6.0,0.164127-0.000918*((((((17.900000-(9.729000*x1))+7.431000)-x0)-((x1+x0)*((exp((7.431000-exp(x0)))-2.295000)*x0)))*x0)),(-0.000918*x0*(x0*(x0 + x1)*(2.295*exp(exp(x0)) - 1687.49422412485) + (-x0 - 9.729*x1 + 25.331)*exp(exp(x0))) + 0.164127*exp(exp(x0)))*exp(-exp(x0)),saturated,328.581916,29,7,27,6,127,141,65,2,64,(0.164127 - (0.000918 * ((((25.331 + (-9.729 * x1)) - x0) - ((x1 + x0) * ((exp((7.431 - exp(x0))) - 2.295) * x0))) * x0))),saturated,1158.411083,43,8,41,7,232,247,89,2,86,((((-0.000918 * x0) * (((x0 * (x0 + x1)) * ((2.295 * exp(exp(x0))) + -1687.49422412485)) + (((25.331 - x0) + (-9.729 * x1)) * exp(exp(x0))))) + (0.164127 * exp(exp(x0)))) * exp((-1.0 * exp(x0))))
kotanchek,148,Operon,Operon,29,1,kept,12.0,9.0,((-0.0000438776442024) + (1.0001060962677002 * (exp((((((-0.3045227825641632) * x1) * exp((0.5642136931419373 * x1))) - (4.0260410308837891 + ((-1.9999954700469971) * x0))) - (((-0.6665219664573669) * x0) * ((-1.5003671646118164) * x0)))) * (exp(exp((0.6489872336387634 * x1))) - (exp((1.3141704797744751 * x1)) * ((-0.1860205531120300) * exp((1.5301641225814819 * x1)))))))),(0.0033198587205338268*exp(2.844334602355957*x1) - 4.38776442024e-5*exp(1.0000276729651318*x0**2 - 1.9999954700469971*x0 + 0.3045227825641632*x1*exp(0.5642136931419373*x1)) + 0.017846730724074654*exp(exp(0.6489872336387634*x1)))*exp(-1.0000276729651318*x0**2 + 1.9999954700469971*x0 - 0.3045227825641632*x1*exp(0.5642136931419373*x1)),saturated,3073.180542,45,12,41,11,278,299,116,2,103,(-4.38776442024e-05 + (1.0001060962677002 * (exp(((x0 * ((-1.0000276729651318 * x0) + 1.999995470046997)) + (((-0.3045227825641632 * x1) * exp((0.5642136931419373 * x1))) + -4.026041030883789))) * (exp(exp((0.6489872336387634 * x1))) + (0.18602055311203 * (exp((1.314170479774475 * x1)) * exp((1.530164122581482 * x1)))))))),saturated,407.028750,56,13,56,13,194,211,91,2,141,((-4.38776442024e-05 * (exp(((1.0000276729651318 * ((x0 ** 2.0) + (-1.9999401257736307 * x0))) + ((0.3045227825641632 * x1) * exp((0.5642136931419373 * x1))))) + (-406.73858062549493 * (exp(exp((0.6489872336387634 * x1))) + (0.18602055311203 * exp((2.844334602355957 * x1))))))) * exp((-1.0000276729651318 * (((x0 ** 2.0) + (-1.9999401257736307 * x0)) + (0.3045143557490144 * (exp((0.5642136931419373 * x1)) * x1))))))
kotanchek,154,SBP,SBP,5,1,kept,5.0,4.0,0.009179-0.000004*((exp(((x0+x0)-(x0*x0)))*(-18.822000*((exp(x1)+(x1*(-19.513000)))*(exp(x1)+(5.700000*(-18.822000))))))),(-7.5288e-5*(19.513*x1 - exp(x1))*(exp(x1) - 107.2854) + 0.009179*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),saturated,465.676792,28,6,24,4,167,177,58,2,51,(0.009179 - (-7.528799999999999e-05 * (exp(((x0 + x0) - (x0 * x0))) * ((exp(x1) + (x1 * -19.513)) * (exp(x1) + -107.2854))))),saturated,325.270584,29,6,29,6,125,135,56,2,66,((((-7.5288e-05 * ((19.513 * x1) - exp(x1))) * (exp(x1) + -107.2854)) + (0.009179 * exp((x0 * (x0 + -2.0))))) * exp((x0 * (2.0 - x0))))
kotanchek,156,SBP,SBP,7,1,kept,4.0,4.0,-14.026870+14.029048*(exp(exp((((x0+((x0+x0)-(exp(exp(exp((-0.884000-(x1*x1)))))+x0)))-1.493000)-(x0*x0))))),14.029048*exp(0.224697550736354*exp(-x0**2 + 2*x0 - exp(exp(0.413127093878218*exp(-x1**2))))) - 14.02687,saturated,311.512000,28,4,28,4,71,78,39,2,56,(-14.02687 + (14.029048 * exp(exp((((x0 + (((x0 + x0) - exp(exp(exp((-0.884 - (x1 * x1)))))) - x0)) + -1.493) - (x0 * x0)))))),saturated,309.394625,28,7,26,6,75,86,48,2,69,((14.029048 * exp((0.224697550736354 * exp((((2.0 * x0) - (x0 ** 2.0)) - exp(exp((0.413127093878218 * exp((-1.0 * (x1 ** 2.0))))))))))) - 14.02687)
kotanchek,158,SBP,SBP,9,1,kept,6.0,5.0,0.018312-0.003546*(((((x0-(x0+((x0-13.713000)*x0)))-((x0*x0)+1.354000))-(20.118000+1.354000))*(x1+(x0*7.506000)))),0.003546*(7.506*x0 + x1)*(x0**2 + x0*(x0 - 13.713) + 22.826) + 0.018312,saturated,312.118417,29,7,21,5,92,103,49,2,52,(0.018312 - (0.003546 * ((-22.825999999999997 + (((13.713 - x0) * x0) - (x0 * x0))) * (x1 + (x0 * 7.506))))),saturated,340.900208,21,5,21,5,80,89,41,2,56,(((0.003546 * ((7.506 * x0) + x1)) * (((x0 ** 2.0) + (x0 * (x0 + -13.713))) + 22.826)) + 0.018312)
kotanchek,159,SBP,SBP,10,1,kept,4.0,3.0,0.001314-0.043497*((exp(((x0+x0)-(x0*x0)))*(((x0-6.297000)-(x0-(x1+1.578000)))*x1))),(-0.043497*x1*(x1 - 4.719) + 0.001314*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),saturated,365.639958,24,4,22,3,164,173,55,2,45,(0.001314 - (0.043497 * (exp(((x0 + x0) - (x0 * x0))) * (((-4.718999999999999 + x0) - (x0 - x1)) * x1)))),saturated,324.819584,23,5,23,5,115,124,50,2,54,((((-0.043497 * x1) * (x1 + -4.719)) + (0.001314 * exp((x0 * (x0 + -2.0))))) * exp((x0 * (2.0 - x0))))
kotanchek,160,SBP,SBP,11,1,kept,7.0,7.0,0.040413-0.000597*(((6.648000-x0)*((exp(x1)-(x1*15.197000))*(2.753000+((x0*9.675000)-((x0*(6.648000-x0))*x0)))))),-0.000597*(x0 - 6.648)*(15.197*x1 - exp(x1))*(x0**2*(x0 - 6.648) + 9.675*x0 + 2.753) + 0.040413,saturated,293.176167,28,7,28,7,189,202,70,1,70,(0.040413 - (0.000597 * ((6.648 - x0) * ((exp(x1) - (x1 * 15.197)) * (2.753 + ((x0 * 9.675) - ((x0 * (6.648 - x0)) * x0))))))),saturated,292.903833,28,7,28,7,147,160,63,1,74,((((-0.000597 * (x0 - 6.648)) * ((15.197 * x1) - exp(x1))) * ((((x0 ** 2.0) * (x0 - 6.648)) + (9.675 * x0)) + 2.753)) + 0.040413)
kotanchek,161,SBP,SBP,12,1,kept,6.0,5.0,0.149913+0.001414*((((-14.224000*x0)*x0)-((0.405000-(-6.959000*((x0*x1)-((x1-(-14.412000*x1))-exp(x1)))))-exp(x1)))),-0.020112736*x0**2 - 0.009840026*x0*x1 + 0.151654480712*x1 - 0.008426026*exp(x1) + 0.14934033,saturated,427.800083,29,6,25,5,247,259,78,2,57,(0.001414 * ((-6.959 * (((((x1 * (x0 + -14.412)) - x1) + exp(x1)) + -15.176822703517248) + (2.0439718350337692 * (x0 * x0)))) + exp(x1))),saturated,5090.799083,22,5,20,5,765,790,193,2,54,((((x1 * (0.151654480712 + (-0.009840026 * x0))) + (-0.020112736 * (x0 ** 2.0))) + (-0.008426026 * exp(x1))) + 0.14934033)
kotanchek,157,SBP,SBP,8,1,kept,5.0,4.0,0.144574+0.000155*(((((x1-(11.267000*7.230000))*3.308000)+(x1+(exp((7.230000-(x0*x0)))*((x0*x1)+exp(x0)))))*x0)),0.213934488133493*x0**2*x1*exp(-x0**2) + 0.00066774*x0*x1 + 0.213934488133493*x0*exp(-x0**2 + x0) - 0.0417680106234*x0 + 0.144574,saturated,301.383708,29,6,27,5,86,94,42,2,60,(0.144574 + (0.000155 * ((((x1 + -81.46041) * 3.308) + (x1 + (exp((7.23 - (x0 * x0))) * ((x0 * x1) + exp(x0))))) * x0))),saturated,6569.296958,39,7,31,5,99,108,47,2,78,(0.213934488133493 * (0.6757863178646879 + (((exp((-1.0 * (x0 ** 2.0))) * x1) * (x0 ** 2.0)) + (x0 * ((exp((x0 - (x0 ** 2.0))) + (0.00312123587844956 * x1)) + -0.19523738779947053)))))
kotanchek,164,SBP,SBP,15,1,kept,7.0,4.0,-0.000469-0.008133*((((((-12.866000+((-2.656000-exp(-2.656000))-exp(-2.656000)))*x1)+exp(x1))-4.334000)*exp((x0+(x0-(x0*x0)))))),(0.127382764000369*x1 - 0.008133*exp(x1) - 0.000469*exp(x0*(x0 - 2)) + 0.035248422)*exp(x0*(2 - x0)),saturated,302.219416,29,7,21,4,113,125,56,2,47,(-0.000469 - (0.008133 * ((((-15.662457149928537 * x1) + exp(x1)) - 4.334) * exp((x0 + (x0 - (x0 * x0))))))),saturated,454.965792,26,6,26,6,499,518,131,2,62,(((((0.127382764000369 * x1) + (-0.008133 * exp(x1))) + (-0.000469 * exp((x0 * (x0 + -2.0))))) + 0.035248422) * exp((x0 * (2.0 - x0))))
kotanchek,165,SBP,SBP,16,1,kept,6.0,5.0,0.009361+0.001754*((((4.923000-x1)*((((x0*x0)-16.384000)*((((x0*x0)-(-1.015000+x0))-x0)-3.101000))+x0))*x1)),-0.001754*x1*(x0 - (x0**2 - 16.384)*(-x0**2 + 2*x0 + 2.086))*(x1 - 4.923) + 0.009361,saturated,284.766584,29,6,29,6,118,127,48,2,68,(0.009361 + (0.001754 * (((4.923 - x1) * ((((x0 * x0) + -16.384) * (((((x0 * x0) + 1.015) - x0) - x0) + -3.101)) + x0)) * x1))),saturated,834.382042,29,7,27,6,139,150,56,2,73,((((-0.001754 * x1) * (x0 + (((x0 ** 2.0) + -16.384) * (((x0 ** 2.0) + (-2.0 * x0)) + -2.086)))) * (x1 + -4.923)) + 0.009361)
kotanchek,162,SBP,SBP,13,1,kept,6.0,6.0,0.170654+0.002714*(((x0-6.237000)*((((-16.211000-x0)+x1)+(exp(x1)+(-16.310000*(x1-x0))))+exp((3.307000-(x0+x0)))))),(0.002714*(x0 - 6.237)*((15.31*x0 - 15.31*x1 + exp(x1) - 16.211)*exp(2*x0) + 27.3030932054114) + 0.170654*exp(2*x0))*exp(-2*x0),saturated,312.228833,29,6,29,6,277,286,67,2,67,(0.170654 + (0.002714 * ((x0 + -6.237) * ((((-16.211 - x0) + x1) + (exp(x1) + (-16.31 * (x1 - x0)))) + exp((3.307 - (x0 + x0))))))),saturated,8493.723584,37,10,35,9,156,169,70,2,87,((((0.002714 * (x0 + -6.237)) * (((((15.31 * (x0 - x1)) + exp(x1)) + -16.211) * exp((2.0 * x0))) + 27.3030932054114)) + (0.170654 * exp((2.0 * x0)))) * exp((-2.0 * x0)))
kotanchek,166,SBP,SBP,17,1,kept,5.0,3.0,-0.025349+0.010788*((((((((((x0+x0)-(x0*x0))*(-5.542000+x0))*(-5.542000+x0))+x1)+x1)+12.501000)+x0)+x1)),x0*(0.662680172064 - 0.331340086032*x0)*(0.180440274269217*x0 - 1)**2 + 0.010788*x0 + 0.032364*x1 + 0.109511788,saturated,308.312208,29,5,27,4,270,275,49,2,57,(0.010788 * ((10.151259547645532 + (x1 + x0)) + ((((((x0 + x0) - (x0 * x0)) * (-5.542 + x0)) * (-5.542 + x0)) + x1) + x1))),saturated,1063.106708,25,7,23,7,216,235,93,2,67,(((x0 * (((((0.180440274269217 * x0) + -1.0) ** 2.0) * (0.662680172064 + (-0.331340086032 * x0))) + 0.010788)) + (0.032364 * x1)) + 0.109511788)
kotanchek,167,SBP,SBP,18,1,kept,5.0,4.0,0.008014-0.000927*(((x1+(4.989000-9.320000))*(((3.460000+x1)+x1)*(exp((x0+(x0-(-1.978000+(x0*x0)))))*x1)))),(-0.00670060812084771*x1*(x1 - 4.331)*(2*x1 + 3.46) + 0.008014*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),saturated,373.471416,28,6,26,5,441,453,91,2,59,(0.008014 - (0.000927 * ((x1 + -4.331) * (((3.46 + x1) + x1) * (exp((x0 + (x0 - (-1.978 + (x0 * x0))))) * x1))))),saturated,405.254209,29,7,27,6,198,208,65,2,64,((((-0.01340121624169542 * ((x1 + 1.73) * x1)) * (x1 + -4.331)) + (0.008014 * exp((x0 * (x0 + -2.0))))) * exp((x0 * (2.0 - x0))))
kotanchek,169,SBP,SBP,20,1,kept,7.0,5.0,0.000939-0.014900*((((x1+2.332000)-x0)*(((x0*x0)-x0)-(16.260000+(-0.962000-((x1+3.598000)+exp(exp((0.538000-x0))))))))),-0.0149*(-x0 + x1 + 2.332)*(x0**2 - x0 + x1 + exp(1.71257827818735*exp(-x0)) - 11.7) + 0.000939,saturated,317.718000,29,7,25,5,150,161,60,2,57,(0.000939 - (0.0149 * (((x1 + 2.332) - x0) * (((-11.700000000000003 + ((x0 * x0) - x0)) + x1) + exp(exp((0.538 - x0))))))),saturated,330.517083,29,7,27,6,133,143,54,2,68,(((-0.0149 * ((x1 - x0) + 2.332)) * (((((x0 ** 2.0) - x0) + x1) + exp((1.71257827818735 * exp((-1.0 * x0))))) + -11.7)) + 0.000939)
kotanchek,168,SBP,SBP,19,1,kept,5.0,4.0,0.025140-0.013750*((exp(((x0-x1)-exp(x0)))*(exp(x0)*(((x1*(-17.939000))*(x1-((exp(x0)-0.338000)*(-3.388000))))*x1)))),(x1**2*(0.24666125*x1 + 0.835688315*exp(x0) - 0.28246265047)*exp(x0) + 0.02514*exp(-x0 + x1 + exp(x0)))*exp(x0 - x1 - exp(x0)),saturated,1575.581791,29,5,27,4,495,507,90,2,55,(0.02514 - (((-0.24666125 * (exp(((x0 - x1) - exp(x0))) * ((x1 - ((exp(x0) - 0.338) * -3.388)) * x1))) * exp(x0)) * x1)),saturated,484.355875,37,5,35,4,495,511,130,2,70,(((((x1 ** 2.0) * (((0.24666125 * x1) + (0.835688315 * exp(x0))) + -0.28246265047)) * exp(x0)) + (0.02514 * exp(((x1 - x0) + exp(x0))))) * exp(((x0 - x1) - exp(x0))))
kotanchek,171,SBP,SBP,22,1,kept,6.0,4.0,0.033047-0.000135*((((exp(x1)*x1)+((exp(x0)*(-2.136000*exp(x0)))*exp((5.051000-(x0*x0)))))*(-2.136000+(x1+3.852000)))),(-0.000135*(x1 + 1.716)*(x1*exp(x0**2 + x1) - 333.597414814633*exp(2*x0)) + 0.033047*exp(x0**2))*exp(-x0**2),saturated,297.241417,29,6,27,5,132,143,58,2,59,(0.033047 - (0.000135 * (((exp(x1) * x1) + ((exp(x0) * (-2.136 * exp(x0))) * exp((5.051 - (x0 * x0))))) * (1.7159999999999997 + x1)))),saturated,393.275291,35,6,35,6,131,141,58,2,87,((((-0.000135 * (x1 + 1.716)) * ((x1 * exp(((x0 ** 2.0) + x1))) + (-333.597414814633 * exp((2.0 * x0))))) + (0.033047 * exp((x0 ** 2.0)))) * exp((-1.0 * (x0 ** 2.0))))
kotanchek,170,SBP,SBP,21,1,kept,5.0,5.0,0.429537+0.028001*(((((x0+(((exp(x0)+(6.407000*x0))-(x0*(5.937000*x0)))+x0))-exp((2.577000-x1)))-x1)-x1)),-0.166241937*x0**2 + 0.235404407*x0 - 0.056002*x1 + 0.028001*exp(x0) + 0.429537 - 0.368426127648911*exp(-x1),saturated,306.940291,29,5,27,5,109,118,48,2,60,(0.429537 + (0.028001 * ((((x0 + (((x0 * ((-5.937 * x0) + 6.407)) + exp(x0)) + x0)) - exp((2.577 - x1))) - x1) - x1))),saturated,1751.482167,27,7,27,7,3339,3383,813,2,72,(((0.429537 + (((-0.166241937 * (x0 ** 2.0)) + (0.235404407 * x0)) - (0.056002 * x1))) + (0.028001 * exp(x0))) - (0.368426127648911 * exp((-1.0 * x1))))
kotanchek,163,SBP,SBP,14,1,kept,5.0,5.0,0.208799-0.009239*(((((-9.621000+x0)*(x1+x1))+exp(x1))-(((exp(x0)*(-4.627000+x0))+x0)-exp((-17.386000*x0))))),((0.009239*x0 - 0.018478*x1*(x0 - 9.621) + (0.009239*x0 - 0.042748853)*exp(x0) - 0.009239*exp(x1) + 0.208799)*exp(17.386*x0) - 0.009239)*exp(-17.386*x0),saturated,288.639958,28,5,28,5,156,167,67,1,61,(0.208799 - (0.009239 * ((((-9.621 + x0) * (x1 + x1)) + exp(x1)) - (((exp(x0) * (-4.627 + x0)) + x0) - exp((-17.386 * x0)))))),saturated,7749.798583,39,10,35,8,180,197,85,2,83,((((0.009239 * ((22.5997402316268 - ((2.0 * ((x0 - 9.621) * x1)) - x0)) - (exp(x1) - (exp(x0) * (x0 - 4.627))))) * exp((17.386 * x0))) - 0.009239) * exp((-17.386 * x0)))
kotanchek,172,SBP,SBP,23,1,kept,6.0,3.0,1289016.678435-0.009565*((((x0+x0)*x0)+(exp(18.719000)-(((x1+x1)-exp(x1))+(-7.155000+(((8.072000-x0)+7.155000)*x1)))))),-0.01913*x0**2 - 0.009565*x0*x1 + 0.164776255*x1 - 0.009565*exp(x1) + 44.9135631721001,saturated,298.826292,29,6,24,4,52,58,30,2,52,(0.009565 * ((((4695.615595638752 + (x1 + x1)) - exp(x1)) + (((8.072 - x0) + 7.155) * x1)) - ((x0 + x0) * x0))),saturated,2687.426042,22,5,18,4,160,170,56,2,47,(((-0.009565 * ((x1 * (x0 + -17.227)) + exp(x1))) + (-0.01913 * (x0 ** 2.0))) + 44.9135631721001)
kotanchek,173,SBP,SBP,24,1,kept,7.0,4.0,-8.689343-0.039334*((((x0-x1)+(15.347000-((11.471000*(x0+19.197000))+(x0*x0))))+(-19.039000-((x0-7.988000)*(x0*x0))))),0.039334*x0**3 - 0.274865992*x0**2 + 0.411866314*x0 + 0.039334*x1 + 0.117570555858,saturated,333.607792,29,7,21,4,90,101,48,2,48,(0.039334 * (((11.471 * (0.2605728591270473 + x0)) + (x0 * (x0 + ((x0 - 7.988) * x0)))) - (x0 - x1))),saturated,2199.791750,21,5,19,4,1003,1028,215,2,53,(((0.117570555858 + (0.039334 * (x1 + (x0 ** 3.0)))) + (-0.274865992 * (x0 ** 2.0))) + (0.411866314 * x0))
kotanchek,175,SBP,SBP,26,1,kept,5.0,1.0,0.029215-0.000000*(((((((x1*x1)-x1)-14.532000)*4.291000)*(x1*exp(x0)))*exp((((x0+exp(4.291000))+x0)-exp(x0))))),0.0292150000000000,saturated,469.261167,29,5,1,1,3,4,3,2,6,0.029215,saturated,274.516167,1,1,1,1,3,4,3,1,6,0.029215
kotanchek,177,SBP,SBP,28,1,kept,5.0,4.0,0.001695-0.003018*((3.647000*((((((-9.189000+(x1+x1))*x1)+x1)*x1)-4.450000)*exp(((x0+x0)-(x0*x0)))))),(x1**2*(0.090133424094 - 0.022013292*x1) + 0.001695*exp(x0*(x0 - 2)) + 0.0489795747)*exp(x0*(2 - x0)),saturated,387.976792,28,5,26,4,105,116,53,2,55,(0.001695 - (0.011006645999999998 * ((((((-9.189 + (x1 + x1)) * x1) + x1) * x1) - 4.45) * exp(((x0 + x0) - (x0 * x0)))))),saturated,368.494250,27,6,27,6,218,232,83,2,68,(((((x1 ** 2.0) * (0.022013292 * (4.0945 - x1))) + (0.001695 * exp((x0 * (x0 + -2.0))))) + 0.0489795747) * exp((x0 * (2.0 - x0))))
kotanchek,174,SBP,SBP,25,1,kept,6.0,6.0,0.101111-0.009711*(((((x1-(x0-4.696000))*(((x0+x1)+(-2.186000-x1))*(x0*(4.648000-x0))))-(x1*3.723000))+x0)),0.009711*x0*(x0 - 4.648)*(x0 - 2.186)*(-x0 + x1 + 4.696) - 0.009711*x0 + 0.036154053*x1 + 0.101111,saturated,457.814958,29,6,29,6,261,277,91,2,68,(0.101111 - (0.009711 * (((((x1 - x0) - -4.696) * (((x0 + x1) + (-2.186 - x1)) * (x0 * (4.648 - x0)))) - (x1 * 3.723)) + x0))),saturated,2785.157375,29,8,25,6,119,127,45,2,62,(-0.009711 * (x0 + (((4.648 - x0) * ((((x1 - x0) + 4.696) * (x0 + -2.186)) * x0)) + (-3.7230000000000003 * (x1 + 2.796671233512879)))))
kotanchek,179,SBP,SBP,30,1,kept,5.0,2.0,0.045524+0.000000*(exp(((x0+x1)-(((-1.333000*x1)+(x1*x1))-(((17.339000+x0)+(2.682000*x1))-(x0*x0)))))),0.0455240000000000,saturated,318.017917,28,5,1,1,3,4,3,2,6,0.045524,saturated,260.932958,1,1,1,1,3,4,3,1,6,0.045524
kotanchek,155,SBP,SBP,6,1,kept,6.0,4.0,0.684378-0.025139*((((x0*x0)+(19.711000-((x1-exp((exp(-20.972000)-(x1*(-0.586000)))))-(x1*(x1-5.420000)))))-x1)),-0.025139*x0**2 - 0.025139*x1**2 + 0.18653138*x1 - 0.0251390000196031*exp(0.586*x1) + 0.188863171,saturated,354.950375,27,6,24,5,87,99,52,2,56,(0.025139 * ((((7.512755917100922 + x1) - exp((-0.586 * (-1.3306949523770083e-09 - x1)))) - ((x0 * x0) + (x1 * (x1 + -5.42)))) + x1)),saturated,18939.365792,24,6,22,5,782,803,167,2,61,((((-0.025139 * ((x0 ** 2.0) + (x1 ** 2.0))) + (0.18653138 * x1)) + (-0.0251390000196031 * exp((0.586 * x1)))) + 0.188863171)
kotanchek,181,SRjl,SRjl,2,1,kept,9.0,8.0,(((((x1 - (exp(log(0.060649662684691685)) - (x1 + ((x0 + exp(x1 * -2.33304710784059)) - (-0.025166137547190513 - 0.26379072618381194))))) / (((exp(x0) - -1.86535733243554) - x1) + exp(x1 - 1.5565632534973677))) - 0.2581807926919453) / ((exp(x0 / 1.1012776051072322) + 0.4782812307154963) - x0)) * (x0 + 0.2581807926919453)),(x0 + 0.2581807926919453)*((x0 + 2*x1 + 0.22830720104631077)*exp(2.33304710784059*x1) + (0.2581807926919453*x1 - 0.2581807926919453*exp(x0) - 0.054439872343823197*exp(x1) - 0.4815994347419402)*exp(2.33304710784059*x1) + 1)*exp(-2.33304710784059*x1)/((-x0 + exp(0.90803626203097926*x0) + 0.4782812307154963)*(-x1 + exp(x0) + 0.21085949801377927*exp(x1) + 1.86535733243554)),saturated,337.962875,45,10,39,8,232,246,80,2,89,((((((x1 - (-0.22830720104631075 - x0)) + exp((x1 * -2.33304710784059))) + x1) / (((exp(x0) - -1.86535733243554) - x1) + exp((x1 - 1.5565632534973677)))) - 0.2581807926919453) * ((x0 + 0.2581807926919453) / ((exp((x0 / 1.1012776051072322)) + 0.4782812307154963) - x0))),saturated,3980.356833,69,17,54,12,213,229,92,2,126,((((x0 + 0.2581807926919453) * ((exp((2.33304710784059 * x1)) * (((0.2581807926919453 * ((x1 * 8.746509642126433) + ((-0.21085949801377926 * exp(x1)) - exp(x0)))) + x0) + -0.2532922336956295)) + 1.0)) * exp((-2.33304710784059 * x1))) / (((0.4782812307154963 - x0) + exp((0.9080362620309793 * x0))) * (((exp(x0) - x1) + (0.21085949801377926 * exp(x1))) + 1.86535733243554)))
