dataset,raw_index,algorithm_raw,algorithm,algo_row,is_paper_row,drop_reason,n_params,n_rank,original_expr,sympy_expr,orig_status,orig_runtime_ms,orig_nodes,orig_params,simpl_nodes,simpl_params,orig_total_size,orig_egraph_nodes,orig_eclass_count,orig_passes,orig_extracted_cost,orig_rendered,sympy_status,sympy_runtime_ms,orig_nodes_sympy,orig_params_sympy,simpl_nodes_sympy,simpl_params_sympy,sympy_total_size,sympy_egraph_nodes,sympy_eclass_count,sympy_passes,sympy_extracted_cost,sympy_rendered
pagie,198,SRjl,SRjl,19,1,kept,12.0,6.0,(((exp(1.6192610045238203 - (x1 * (x1 * 0.7535182129829733))) * -0.21285687998099873) + (((((((log(((x0 * 1.5235906172795304) * x0) + 0.06448297969903283) - 0.12681544318708607) / 0.08854432768601415) / 0.17256272348446586) + (2.129974383942787 / 0.683782127547919)) - ((x0 * x0) * log(x0 * x0))) * 0.0034387072741368036) + 1.566387478855351)) + -0.0983545993932211),-0.0034387072741368036*x0**2*log(x0**2) + 0.22505438342569256*log(1.5235906172795304*x0**2 + 0.06448297969903283) + 1.4502040463278734 - 1.0747904801917398*exp(-0.7535182129829733*x1**2),saturated,426.537416,44,13,36,9,176,192,82,2,89,((1.4680328794621298 + (((((0.34184968679845384 + log(((x0 * x0) + 0.042323035445158724))) / 0.08854432768601415) / 0.17256272348446586) - ((x0 * x0) * log((x0 * x0)))) * 0.0034387072741368036)) + (exp((1.6192610045238203 + (-0.7535182129829733 * (x1 * x1)))) * -0.21285687998099873)),saturated,689.681041,32,7,30,6,391,415,139,2,84,(((0.22505438342569256 * (6.864863622880434 + log(((x0 ** 2.0) + 0.042323035445158724)))) + ((-0.0034387072741368036 * (x0 ** 2.0)) * log((x0 ** 2.0)))) - (1.0747904801917398 * exp((-0.7535182129829733 * (x1 ** 2.0)))))
pagie,195,SRjl,SRjl,16,1,kept,7.0,3.0,((((((exp((x1 * x1) - ((x0 * 0.8007279658474732) * x0)) + (x0 / x0)) * exp(x1 - ((0.06251003037378522 * 1.0479325186220443) * (0.712889425394486 * -0.08674844703560669)))) / (exp((x1 * x1) + x1) * -0.9034860946314918)) + (0.06514928487057293 / log(-1.9854370888787056 / -0.9034860946314918))) - -0.08674844703560669) - -1.8010378769124316),1.9705330543188385 - 1.1113167829071581*exp(-x1**2) - 1.1113167829071581*exp(-0.8007279658474732*x0**2),saturated,1549.187500,45,11,30,4,2089,2100,423,2,60,(1.9705330543188386 + (((exp(((x1 * x1) + (-0.8007279658474732 * (x0 * x0)))) + (x0 / x0)) * exp((x1 + 0.0040510435189468905))) / (exp(((x1 * x1) + x1)) * -0.9034860946314918))),saturated,4731.530458,19,5,17,4,41,48,29,2,49,(1.1113167829071582 * ((1.7731515303530343 - exp((-1.0 * (x1 ** 2.0)))) - exp((-0.8007279658474732 * (x0 ** 2.0)))))
pagie,200,SRjl,SRjl,21,1,kept,10.0,5.0,(((-0.5802718580838973 / exp(((x1 * 1.0127629362668584) * (x1 * 0.7545716786341436)) + -0.6072178507085199)) - ((exp(x0 * ((((x0 / 0.475553003248543) * -0.055486666163080456) / -0.7418080138464858) - x0)) + -0.35982758462531467) * 1.101199638445131)) - -1.589953011044918),1.9861950171368993 - 1.0649834789157042*exp(-0.76420222887732753*x1**2) - 1.101199638445131*exp(-0.84271106126036026*x0**2),saturated,303.959375,31,10,23,6,87,97,47,2,58,((-1.101199638445131 * (-1.8036647922817717 + exp((x0 * ((x0 * 0.15728893873963976) - x0))))) + (-0.5802718580838973 / exp(((0.7642022288773276 * (x1 * x1)) + -0.6072178507085199)))),saturated,255.174542,19,5,19,5,180,198,85,1,56,((1.9861950171368994 - (1.0649834789157042 * exp((-0.7642022288773276 * (x1 ** 2.0))))) - (1.101199638445131 * exp((-0.8427110612603602 * (x0 ** 2.0)))))
pagie,199,SRjl,SRjl,20,1,kept,11.0,5.0,(((((exp(x1 * (((-0.1693202891289534 * (x1 + x1)) * -0.6226324838421554) - x1)) / 1.618994808369633) - (0.20877581147869773 - (0.09040648025734223 / 1.4618769400440004))) * 1.4618769400440004) / -0.8527742148500831) + (((-0.8527742148500831 / ((exp(x0 * x0) - (-0.47931467899293534 - 0.012918952875872875)) * 0.779560276543436)) / exp(-0.3607754798538577)) + 1.7260348264507057)),1.9779163449603862 - 1.0588423401138313*exp(-0.7891513756295357*x1**2) - 1.223254607708997/(0.779560276543436*exp(x0**2) + 0.38372578618362798),saturated,2465.437834,42,14,23,5,60,67,34,2,54,(((-1.0301163751225337 + exp((x1 * ((0.10542431218523216 * (x1 + x1)) - x1)))) + (0.7202284289840325 / (exp((x0 * x0)) + 0.4922336318688082))) * -2.178697321078158),saturated,280.490250,21,6,19,5,90,104,58,2,56,((1.9779163449603863 - (1.0588423401138314 * exp((-0.7891513756295357 * (x1 ** 2.0))))) - (1.569159748791842 / (exp((x0 ** 2.0)) + 0.4922336318688082)))
pagie,197,SRjl,SRjl,18,1,kept,8.0,7.0,(1.6165753448802653 - (((((exp(1.758436573691409 - ((((x0 * x0) - x0) + x0) * 0.761578950826381)) - (-0.05546144663419194 * (x1 * x1))) + (exp(0.8366837949675797) / exp(x1 * x1))) - (-1.8924009776034219 / exp(x1 * x1))) - log((x1 * x1) - -0.9893514112972329)) * 0.181649894795292)),-0.010074565946295668*x1**2 + 0.18164989479529201*log(x1**2 + 0.9893514112972329) + 1.6165753448802653 - 0.7631292148592765*exp(-x1**2) - 1.0541792206321657*exp(-0.761578950826381*x0**2),saturated,353.714833,44,8,43,8,351,372,127,2,95,(0.181649894795292 * ((((8.899401492646302 - (exp((0.761578950826381 * ((2.308935366167025 - ((x0 * x0) - x0)) - x0))) - (-0.05546144663419194 * (x1 * x1)))) - (2.308698151681927 / exp((x1 * x1)))) + (-1.8924009776034219 / exp((x1 * x1)))) + log(((x1 * x1) - -0.9893514112972329)))),saturated,4531.547292,34,8,34,8,4237,4276,1290,1,98,(((((-0.010074565946295667 * (x1 ** 2.0)) + (0.181649894795292 * log(((x1 ** 2.0) + 0.9893514112972329)))) + 1.6165753448802653) - (0.7631292148592765 * exp((-1.0 * (x1 ** 2.0))))) - (1.0541792206321656 * exp((-0.761578950826381 * (x0 ** 2.0)))))
pagie,203,SRjl,SRjl,24,1,kept,8.0,6.0,(((-2.792238560484319 / (-2.844338639118127 - exp(log(x1 * (x1 * 0.5177208162997813)) * -1.8741636407391655))) + 1.021967424871605) - (exp(((x0 * -0.7734843695524414) * x0) + 0.07429085443356889) / exp(0.07429085443356889 * 0.020641932342605206))),1.021967424871605 - 1.0754695400311118*exp(-0.7734843695524414*x0**2) + 2.792238560484319/(3.4342474157379798/(x1**2)**1.8741636407391655 + 2.844338639118127),saturated,269.356417,29,9,26,8,87,99,53,2,70,(((-2.792238560484319 / (-2.844338639118127 - exp((log((x1 * (x1 * 0.5177208162997813))) * -1.8741636407391655)))) + 1.021967424871605) - (exp((((x0 * -0.7734843695524414) * x0) + 0.07429085443356889)) / 1.0015346832137049)),saturated,243.759500,22,6,22,6,123,139,69,1,69,((1.021967424871605 - (1.0754695400311118 * exp((-0.7734843695524414 * (x0 ** 2.0))))) + (2.792238560484319 / ((3.4342474157379796 / ((x1 ** 2.0) ** 1.8741636407391655)) + 2.844338639118127)))
pagie,202,SRjl,SRjl,23,1,kept,12.0,5.0,((((log(0.3371603672225367) / exp(((x0 / 1.3719203710129004) * 1.0188161505148094) * x0)) + (((((-1.2965325701288382 / x1) * ((exp(((x1 * -0.7198247917088457) * x1) / 0.9560952625222296) - -0.005779080202602463) * x1)) - -0.16448621196528904) / 1.196390228003791) + 1.8858872088357455)) * 0.9935610053479893) * 0.9935610053479893),1.9912171291690673 - 1.0697927504638659*exp(-0.7528797808388989*x1**2) - 1.0732407644514702*exp(-0.74262046984739269*x0**2),saturated,1437.660333,38,12,19,5,91,101,47,2,48,(-1.0697927504638658 * ((-1.8613111075071958 + exp(((x1 * x1) * -0.7528797808388988))) + (1.0032230672586901 / exp(((x0 * 0.7426204698473927) * x0))))),saturated,273.672166,19,5,19,5,187,206,88,1,56,((1.9912171291690672 - (1.0697927504638658 * exp((-0.752879780838899 * (x1 ** 2.0))))) - (1.07324076445147 * exp((-0.7426204698473927 * (x0 ** 2.0)))))
pagie,201,SRjl,SRjl,22,1,kept,12.0,6.0,(((((exp((x0 * (0.013659305781740091 - x0)) / (1.3701286312034702 * 0.9631852161281432)) + ((exp(log(1.6603993139617987) * 0.11700692260751992) + 1.338672285130717) * -0.13025621853012204)) / -0.9426177713325247) - (((x1 / (x1 * -0.9397257774608019)) / exp((x1 / 1.3701286312034702) * x1)) * -0.98605649097501)) + 1.3609101991318644) - -0.2962284854858497),1.9887561015429271 - 1.0608753944733689*exp(-x0*(0.75775506896425668*x0 - 0.010350408194646333)) - 1.0493023758903333*exp(-0.72985847987253362*x1**2),saturated,3299.205000,41,13,21,6,60,68,37,2,55,(((-1.8746368441603543 + exp(((x0 * (0.013659305781740091 - x0)) / 1.3196876417690715))) / -0.9426177713325247) + (-1.0493023758903333 / exp(((x1 * x1) / 1.3701286312034702)))),saturated,288.920583,23,7,21,6,201,221,94,2,59,((1.9887561015429271 - (1.0608753944733689 * exp((-0.7577550689642567 * (x0 * (x0 - 0.01365930578174009)))))) - (1.0493023758903333 * exp((-0.7298584798725336 * (x1 ** 2.0)))))
pagie,206,SRjl,SRjl,27,1,kept,11.0,7.0,(((exp(((((x0 / 0.8417630523656452) * x1) * x0) * -0.09273995344407501) * x1) - (((((log((x0 * 0.44436572510433586) * x0) + 0.0170870117140704) + -0.6111734731632261) / log(exp(0.3979025917598377))) + log((((exp(-2.605161287774564) / x1) + -0.16922073446837355) + x1) * x1)) * 0.008090022578698524)) * -1.0891183757749412) - -1.905060633222008),0.022143591002827128*log(x0**2) + 0.008810992250894738*log(x1**2 - 0.16922073446837355*x1 + 0.07389121848622111) + 1.873944596172298 - 1.0891183757749412*exp(-0.1101734664920772*x0**2*x1**2),saturated,380.738333,45,11,34,7,157,166,55,2,78,(-1.0891183757749412 * ((-0.008090022578698524 * (((84.62695124440508 + log((x0 * x0))) / 0.3979025917598378) + log(((((0.07389121848622111 / x1) + -0.16922073446837355) + x1) * x1)))) + exp(((((x0 * -0.11017346649207717) * x1) * x0) * x1)))),saturated,363.295959,34,7,34,7,754,786,206,1,94,((((0.022143591002827128 * log((x0 ** 2.0))) + (0.008810992250894737 * log((((x1 ** 2.0) - (0.16922073446837355 * x1)) + 0.07389121848622111)))) + 1.873944596172298) - (1.0891183757749412 * exp(((-0.1101734664920772 * (x0 ** 2.0)) * (x1 ** 2.0)))))
pagie,207,SRjl,SRjl,28,1,kept,15.0,8.0,((((exp(((x0 * x0) + -2.070416508854408) / -0.9127225021280265) / 0.7930212050599668) - ((((log((x1 * x1) + 0.02967420957975699) / 0.46744204530835465) * 1.2241357889443603) + ((log((((x0 * (x0 + 0.3151710038411712)) / 1.6798225411910184) - -0.9127225021280265) + 5.0619692568130095) - log(0.6164048461557962)) / 0.4484206592623279)) + 1.8030230409940051)) * -0.07504166558781589) + 0.8440482123056166),0.19651888277923811*log(x1**2 + 0.02967420957975699) + 0.1673465841454825*log(0.59530097702521933*x0**2 + 0.18762160651666837*x0 + 5.974691758941036) + 1.0603209289496142 - 0.9144705788350791*exp(-1.095623256431703*x0**2),saturated,1799.796708,45,15,36,11,176,197,96,2,97,((((exp((((x0 * x0) + -2.070416508854408) / -0.9127225021280265)) / 0.7930212050599668) - (((0.7736759366515041 + log((10.036421893337366 + (x0 * (x0 + 0.3151710038411712))))) / 0.4484206592623279) + (log(((x1 * x1) + 0.02967420957975699)) * 2.6187969208821213))) * -0.07504166558781589) + 0.8440482123056166),saturated,607.571000,34,9,32,8,396,424,152,2,91,(((0.1673465841454825 * (5.817389357009367 + log((((x0 ** 2.0) + (0.3151710038411712 * x0)) + 10.036421893337367)))) + (0.1965188827792381 * log(((x1 ** 2.0) + 0.02967420957975699)))) - (0.9144705788350791 * exp((-1.095623256431703 * (x0 ** 2.0)))))
pagie,208,SRjl,SRjl,29,1,kept,12.0,5.0,(((((3.236280732539138 - (exp(((((x0 * 0.8711862948146658) * x0) - 1.4463777302232852) / -1.1229045766931818) - 0.38774714433390006) - 0.03493443331994396)) / 2.2742077730412187) - (-0.5247126490556616 * 1.0567046218417722)) - (exp((((x1 * -0.21525155901116402) - x1) / (1.4463777302232852 + 0.1702692227032015)) * x1) / 0.9535730587566704)) - ((-0.035812070963743975 / 0.7979280008756646) * -0.08613054453877614)),1.9889982996591087 - 1.0486873457854022*exp(-0.75171116168022418*x1**2) - 1.0818681799927265*exp(-0.77583288277282126*x0**2),saturated,279.952000,43,16,29,9,98,114,65,2,79,(((((3.2712151658590822 - exp(((-1.1604575201290437 + (x0 * x0)) * -0.7758328827728213))) / 2.2742077730412187) - -0.5544662813959574) - (exp(((((x1 * -0.21525155901116402) - x1) / 1.6166469529264866) * x1)) / 0.9535730587566704)) - 0.0038656535048068826),saturated,234.392334,19,5,19,5,180,198,85,1,56,((1.9889982996591087 - (1.0486873457854022 * exp((-0.7517111616802242 * (x1 ** 2.0))))) - (1.0818681799927266 * exp((-0.7758328827728213 * (x0 ** 2.0)))))
pagie,205,SRjl,SRjl,26,1,kept,8.0,6.0,(((-1.0664521063252117 / exp((x0 * (x0 * (x1 * x1))) * 0.10404642108656967)) + 1.944047815133558) + ((((((x1 * 0.8979952519492354) - x1) * x1) + log(2.7971484481986244)) / exp((x0 * (x0 * (x1 / x1))) - -1.294289683924389)) * (((x1 * 0.13355299915112226) * x1) - exp(0.5335679036188624)))),-0.0037339729291078008*x1**4*exp(-x0**2) + 0.085322596095813373*x1**2*exp(-x0**2) + 1.944047815133558 - 1.0664521063252117*exp(-0.10404642108656967*x0**2*x1**2) - 0.48069483321790738*exp(-x0**2),saturated,902.997583,45,8,39,8,252,265,83,2,90,(((-1.0664521063252117 / exp(((x0 * (x0 * (x1 * x1))) * 0.10404642108656967))) + 1.944047815133558) + ((((((x1 * 0.8979952519492354) - x1) * x1) + 1.0286004868903225) / exp(((x0 * x0) + 1.294289683924389))) * (((x1 * 0.13355299915112226) * x1) + -1.7050047618728166))),saturated,6639.067000,49,9,35,7,349,372,130,2,100,(((exp((-1.0 * (x0 ** 2.0))) * (-0.4806948332179074 + ((-0.003733972929107801 * (x1 ** 4.0)) + (0.08532259609581337 * (x1 ** 2.0))))) + 1.944047815133558) + (-1.0664521063252117 * exp(((-0.10404642108656967 * (x0 ** 2.0)) * (x1 ** 2.0)))))
pagie,204,SRjl,SRjl,25,1,kept,12.0,5.0,(((((x1 / 0.6289404449426587) / x1) + ((exp((x1 * ((x0 - x0) - (x1 * 0.7129831793049115))) - -0.09328282342059575) * 1.950745841766394) / -1.9881017574797382)) - ((((log(((x0 * x0) - -0.012659920175938618) * 0.74536250005349) * 1.1684223581358428) + -0.06564012561915462) / 0.44888855366171493) * -0.06798257267019443)) + 0.026976315382705767),0.17695340463350413*log(0.74536250005349*x0**2 + 0.0094362297528152276) + 1.6070110136575641 - 1.0771453131190881*exp(-0.7129831793049115*x1**2),saturated,9996.834417,41,12,27,7,125,138,63,2,68,((0.17695340463350415 * (-0.19761433110752527 + log(((x0 * x0) + 0.012659920175938618)))) + (((x1 / 0.6289404449426587) / x1) + (exp(((x1 * (-0.7129831793049115 * x1)) + 0.09328282342059575)) * -0.9812102596998359))),saturated,306.008834,21,6,19,5,106,120,60,2,56,((0.17695340463350412 * (8.787664391311479 + log(((x0 ** 2.0) + 0.012659920175938618)))) - (1.077145313119088 * exp((-0.7129831793049115 * (x1 ** 2.0)))))
kotanchek,2,Bingo,Bingo,3,1,kept,6.0,5.0,-0.01768299095097286 + (-0.002127834025158428)*(((x0)*(x0))*((-120.62183607997726 + (375.5222524620757)*((x1)*(-4.734655034994491 + x1)))*((exp((2)*(x0)))^(-1)))),(x0**2*(-0.7990490259929379*x1*(x1 - 4.734655034994491) + 0.25666324698805811) - 0.01768299095097286*exp(2*x0))*exp(-2*x0),saturated,418.495000,24,6,22,5,184,193,53,2,57,(-0.01768299095097286 + (((-0.799049025992938 * (x0 * x0)) * ((x1 * (-4.734655034994491 + x1)) + -0.3212108877413568)) * (exp((2.0 * x0)) ** -1.0))),saturated,287.764250,25,6,25,6,160,175,74,1,65,((((x0 ** 2.0) * (((-0.7990490259929379 * x1) * (x1 - 4.734655034994491)) + 0.2566632469880581)) - (0.01768299095097286 * exp((2.0 * x0)))) * exp((-2.0 * x0)))
pagie,171,SBP,SBP,22,1,kept,6.0,2.0,0.179028-0.009630*((exp((x0*(-15.767000)))+((exp(x1)-(((((x0+(x0+x0))-18.776000)*x0)+18.776000)*x0))+(-14.972000*x1)))),0.02889*x0**3 - 0.18081288*x0**2 + 0.18081288*x0 + 0.14418036*x1 - 0.00963*exp(x1) + 0.179028 - 0.00963*exp(-15.767*x0),saturated,452.049042,29,6,29,6,86,96,47,2,67,(0.00963 * ((((18.590654205607475 - exp((x0 * -15.767))) + (14.972 * x1)) - exp(x1)) + (((((x0 + (x0 + x0)) + -18.776) * x0) + 18.776) * x0))),saturated,55452.304792,33,8,29,6,4858,4891,1479,2,75,(((-0.00963 * (exp((-15.767 * x0)) + exp(x1))) + (((0.18081288 * (x0 - (x0 ** 2.0))) + (0.02889 * (x0 ** 3.0))) + (0.14418036 * x1))) + 0.179028)
kotanchek,3,Bingo,Bingo,4,1,kept,4.0,4.0,(-0.03144312866911644)*(-3.0969157782045578 + (-31.196859437348742)*((-0.044758903858526766)*(x0) + ((x0)*(x0))*((exp((x0)*(x0)))^(-1))) - (x1)),0.980926865360896*x0**2*exp(-x0**2) - 0.043905211258934374*x0 + 0.03144312866911644*x1 + 0.097376721291502782,saturated,307.034208,22,4,20,4,64,72,36,2,50,(-0.03144312866911644 * ((-3.0969157782045578 + (-31.196859437348742 * (x0 * (-0.044758903858526766 + ((exp((x0 * x0)) ** -1.0) * x0))))) - x1)),saturated,648.519625,22,5,22,5,705,728,171,2,61,((0.09737672129150278 + (((0.980926865360896 * (x0 ** 2.0)) * exp((-1.0 * (x0 ** 2.0)))) + (-0.043905211258934373 * x0))) + (0.03144312866911644 * x1))
kotanchek,5,Bingo,Bingo,6,1,kept,7.0,5.0,(x0)*((-0.708264064344585 + (0.22602214542380888)*(x0))*(-0.708264064344585 + (0.22602214542380888)*(x0))) + ((0.3286374849396323)*((x0 - ((x0)*(x0)))*(x1)) + (x1)*(x1))*(0.07900418526719069 + (-0.004875727623836811)*((x1)*(x1))),0.50163798484191*x0*(0.31912129501157985*x0 - 1)**2 - x1*(0.004875727623836811*x1**2 - 0.07900418526719069)*(-0.3286374849396323*x0*(x0 - 1) + x1),saturated,351.532292,35,7,31,6,241,251,71,2,71,((x0 * (0.051086010221981414 * ((x0 + -3.1336047315918334) * (x0 + -3.1336047315918334)))) + ((x1 * ((0.3286374849396323 * (x0 - (x0 * x0))) + x1)) * (0.07900418526719069 + (-0.004875727623836811 * (x1 * x1))))),saturated,332.844166,31,7,31,7,346,365,111,2,83,(((0.50163798484191 * x0) * (((0.3191212950115799 * x0) - 1.0) ** 2.0)) - (((((-0.3286374849396323 * x0) * (x0 - 1.0)) + x1) * x1) * ((0.004875727623836811 * (x1 ** 2.0)) - 0.07900418526719069)))
kotanchek,0,Bingo,Bingo,1,1,kept,4.0,4.0,0.11064466475608078 + (-0.010036545250561161)*((2)*(x0) + (2)*(x1)) + (0.713072197849276)*((0.022522799045566234 + (x0)*(x0))*(((x0)*(x0) + ((2)^(-1))*(((x1)^(-1))*(exp((x0)*(x0)))))^(-1))),(1.42614439569855*x1*(x0**2 + 0.022522799045566234) + (2*x0**2*x1 + exp(x0**2))*(-0.020073090501122322*x0 - 0.020073090501122322*x1 + 0.11064466475608078))/(2*x0**2*x1 + exp(x0**2)),saturated,3807.736875,38,7,32,5,173,184,65,2,76,((-0.020073090501122322 * ((x0 + x1) + -5.5120891698213805)) + (0.713072197849276 * ((0.022522799045566234 + (x0 * x0)) * (((x0 * x0) + (0.5 * ((x1 ** -1.0) * exp((x0 * x0))))) ** -1.0)))),saturated,800.381541,45,7,43,6,97,104,42,2,108,(((((x0 ** 2.0) + 0.022522799045566234) * x1) + (-0.014075075820979669 * ((((2.0 * (x0 ** 2.0)) * x1) + exp((x0 ** 2.0))) * ((x0 + x1) + -5.5120891698213805)))) * (1.42614439569855 / (((2.0 * (x0 ** 2.0)) * x1) + exp((x0 ** 2.0)))))
kotanchek,4,Bingo,Bingo,5,1,kept,7.0,5.0,-0.00021014784984354508 + (-79102.81028278018 + (9.442859863771085)*(8377.090142621715 + (x1)*(4.739077949578231 - (x1))))*((1.3508252037586896e-06)*(x0) + (0.004486719103561921)*(exp((2)*(x0) - ((x0)*(x0))))),(-(1.3508252037586896e-6*x0*exp(x0*(x0 - 2)) + 0.004486719103561921)*(9.442859863771085*x1*(x1 - 4.739077949578231) - 0.8780001748054929) - 0.00021014784984354508*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),saturated,307.843625,28,8,24,6,73,82,41,2,60,(-0.00021014784984354508 + ((0.04236745974303985 * (exp(((2.0 * x0) - (x0 * x0))) + (0.00030107193532269384 * x0))) * (0.0929803245489893 + (x1 * (4.739077949578231 - x1))))),saturated,1049.783667,40,10,36,8,158,174,77,2,85,((((1.275565309954333e-05 * (((x1 - 4.739077949578231) * x1) - 0.092980324549141)) * (-3321.465346573016 - (exp((x0 * (x0 - 2.0))) * x0))) - (0.00021014784984354508 * exp((x0 * (x0 - 2.0))))) * exp((x0 * (2.0 - x0))))
kotanchek,7,Bingo,Bingo,8,1,kept,6.0,5.0,(0.11720391936222797)*((x1)*((0.6931234338478329 + (x0)*(6.4849819024041455 + (-0.6667403548542734)*((-1.3864562418418644 + x1)*(-1.3864562418418644 + x1)) - (x0)))*((exp(x0))^(-1)))),-0.11720391936222797*x1*(x0*(x0 + 1.2816489216174494*(0.72126329690112023*x1 - 1)**2 - 6.4849819024041455) - 0.6931234338478329)*exp(-x0),saturated,253.746083,26,6,26,6,120,129,48,1,67,(0.11720391936222797 * (x1 * ((0.6931234338478329 + (x0 * ((6.4849819024041455 + (-0.6667403548542734 * ((-1.3864562418418644 + x1) * (-1.3864562418418644 + x1)))) - x0))) * (exp(x0) ** -1.0)))),saturated,341.619875,26,7,26,7,148,162,65,2,71,(((-0.11720391936222797 * x1) * ((x0 * ((x0 + (1.2816489216174494 * ((0.7212632969011202 * (x1 - 1.3864562418418644)) ** 2.0))) - 6.4849819024041455)) - 0.6931234338478329)) * exp((-1.0 * x0)))
kotanchek,8,Bingo,Bingo,9,1,kept,2.0,2.0,(exp(x0))*((3.396536372521252 + ((0.4137631538437465 + x1)^(-1))*(((exp(x0))^(-1))*(exp(exp(x0)))))^(-1)),(x1 + 0.4137631538437465)*exp(2*x0)/(3.396536372521252*(x1 + 0.4137631538437465)*exp(x0) + exp(exp(x0))),saturated,240.479792,21,2,21,2,49,54,26,1,50,(exp(x0) * ((3.396536372521252 + (((0.4137631538437465 + x1) ** -1.0) * ((exp(x0) ** -1.0) * exp(exp(x0))))) ** -1.0)),saturated,314.495750,21,4,21,4,58,63,28,1,46,(((x1 + 0.4137631538437465) * exp((2.0 * x0))) / (((3.396536372521252 * (x1 + 0.4137631538437465)) * exp(x0)) + exp(exp(x0))))
kotanchek,10,Bingo,Bingo,11,1,kept,4.0,4.0,0.2306440753250631 + (0.03139967317000205)*(x1) + (-1.1634241022901022 + (exp(exp(-1 + x0)))^(-1))*(1.2522488356336676 - (exp((x0)*((exp(exp(-1 + x0)))^(-1))))),((0.03139967317000205*x1 + 0.2306440753250631)*exp(exp(x0 - 1)) + (exp(x0*exp(-exp(x0 - 1))) - 1.2522488356336676)*(1.1634241022901022*exp(exp(x0 - 1)) - 1))*exp(-exp(x0 - 1)),saturated,258.111875,28,6,28,6,69,77,38,1,72,((0.2306440753250631 + (0.03139967317000205 * x1)) + ((-1.1634241022901022 + (exp(exp((-1.0 + x0))) ** -1.0)) * (1.2522488356336676 - exp((x0 * (exp(exp((-1.0 + x0))) ** -1.0)))))),saturated,288.804208,42,11,42,11,167,180,71,2,103,((((0.03139967317000205 * (x1 + 7.34542917298295)) * exp(exp((x0 - 1.0)))) + ((exp((x0 * exp((-1.0 * exp((x0 - 1.0)))))) - 1.2522488356336676) * ((1.1634241022901022 * exp(exp((x0 - 1.0)))) - 1.0))) * exp((-1.0 * exp((x0 - 1.0)))))
kotanchek,9,Bingo,Bingo,10,1,kept,3.0,3.0,(0.03943336488999562)*((x1)*(((x0)*(x0) + x1)*((0.12426947579595604 + (0.046906498950706255)*(x1 + (4)*((x1)*(x1)) + exp((x0)*(x0))) - (plog(x1)))^(-1)))),0.03943336488999562*x1*(x0**2 + x1)/(0.18762599580282502*x1**2 + 0.046906498950706255*x1 + 0.046906498950706255*exp(x0**2) - log(x1) + 0.12426947579595604),saturated,346.376583,32,4,32,4,178,186,57,2,67,(0.03943336488999562 * (x1 * (((x0 * x0) + x1) * (((0.046906498950706255 * (((x1 + (4.0 * (x1 * x1))) + exp((x0 * x0))) + 2.649301878755651)) - log(abs(x1))) ** -1.0)))),saturated,714.287833,31,5,29,4,112,119,44,2,71,(((0.03943336488999562 * x1) * ((x0 ** 2.0) + x1)) / (((0.046906498950706255 * (exp((x0 ** 2.0)) + (x1 + (4.0 * (x1 ** 2.0))))) - log(x1)) + 0.12426947579595604))
kotanchek,11,Bingo,Bingo,12,1,kept,6.0,5.0,(-0.04106910574307527)*(78.09907550417113 + x0 + (1.0611956406287764)*((x1)*(-4.735723943783631 + x1))) + (0.00822065460724008 + (x0)*(x0))*((exp((x0)*(x0)))^(-1)) - (plog(-0.04106910574307527)),(x0**2 - (0.04106910574307527*x0 + 0.043582355979073722*x1*(x1 - 4.735723943783631) + 0.01496006509706177 + I*pi)*exp(x0**2) + 0.00822065460724008)*exp(-x0**2),saturated,285.683333,30,6,26,5,84,93,43,2,63,((-0.04106910574307527 * ((0.36426566457643617 + x0) + (1.0611956406287764 * (x1 * (-4.735723943783631 + x1))))) + ((0.00822065460724008 + (x0 * x0)) * (exp((x0 * x0)) ** -1.0))),saturated,322.690458,35,6,35,6,240,257,92,2,88,((((x0 ** 2.0) - (((((0.04106910574307527 * x0) + ((0.04358235597907372 * x1) * (x1 + -4.735723943783631))) + 0.01496006509706177) + (I * pi)) * exp((x0 ** 2.0)))) + 0.00822065460724008) * exp((-1.0 * (x0 ** 2.0))))
kotanchek,12,Bingo,Bingo,13,1,kept,9.0,5.0,((69920813446.957 + (3837.522818140268)*((-6411.945978052463 + (5614.613323813786)*(x0))*(-6411.945978052463 + (5614.613323813786)*(x0))))^(-1))*(32356483533.402588 + (-10343913179.625605)*(x0) + (5885307060.08351)*(x1)),(-10343913179.625605*x0 + 5885307060.08351*x1 + 32356483533.402588)/(157772272201.0846*(0.8756488814834252*x0 - 1)**2 + 69920813446.957),saturated,320.074000,27,9,23,7,184,199,76,2,67,(((69920813446.957 + (120973619469.07672 * ((x0 + -1.142010252221088) * (x0 + -1.142010252221088)))) ** -1.0) * ((32356483533.402588 + (-10343913179.625605 * x0)) + (5885307060.08351 * x1))),saturated,502.721708,21,7,19,6,85,96,47,2,57,((-0.065562300874022 * ((x0 + (-0.5689633079747608 * x1)) + -3.1280699065741504)) / (((0.8756488814834252 * (x0 + -1.142010252221088)) ** 2.0) + 0.4431755496164828))
