dataset,raw_index,algorithm_raw,algo_row,input_kind,status,runtime_ms,before_nodes,before_params,after_nodes,after_params,peak_rss_mb,rendered
kotanchek,122,Operon,3,original,saturated,0.001,41.0,11.0,37.0,10.0,489.015625,-1.4371197494e-06 + 1.0000287294387817 * (((0.008289372548461 * x1 - -0.044490821659565) / (exp(x1 * 0.3769945502281189) + x1 * -0.9402246475219727) - (exp(x1 * 0.0002179348812206) + -1.004889965057373)) / exp(1.0000002160854038 * (x0 * x0)) / exp(x0 * -2.000000476837158))
kotanchek,122,Operon,3,sympy,saturated,0.001,66.0,17.0,60.0,15.0,506.25,exp(x0 ** 2.0 * -1.0000002160854038) * (((1.4371197493999998e-06 * exp(x1 * 0.3769945502281189) - x1 * 1.351215409826481e-06) * exp(x0 ** 2.0 * 1.0000002160854038) - (x1 * 0.00828961069748217 + 1.0000287294387817 * (x1 * 0.9402246475219727 - exp(x1 * 0.3769945502281189)) * (exp(x1 * 0.0002179348812206) - 1.004889965057373) + 0.04449209985590222) * exp(x0 * 2.000000476837158)) / (x1 * 0.9402246475219727 - exp(x1 * 0.3769945502281189)))
kotanchek,123,Operon,4,original,saturated,0.0,43.0,12.0,39.0,10.0,486.015625,1.82324292837e-05 + (exp(-1.0928704738616943 * x0) + x0 * 2.6822447776794434) * (-1.0000207089543989 / (-7.449989547754554 - x1 * (x1 - 4.999997726333168)) / (exp(exp(x0 * 0.5965437889099121)) + x0 * -1.426652431488037) / (exp(x0 * 0.4577265381813049) + x0 * -0.9410613179206848))
kotanchek,123,Operon,4,sympy,saturated,0.0,45.0,13.0,39.0,10.0,502.96875,1.0000207089543987 * ((2.6822447776794434 * x0 + exp(x0 * -1.0928704738616943)) / ((x0 * 0.9410613179206848 - exp(x0 * 0.4577265381813049)) * (x0 * 1.426652431488037 - exp(exp(x0 * 0.5965437889099121))) * (x1 * (x1 - 4.999997726333168) + 7.449989547754554)) + 1.8232051716972394e-05)
kotanchek,124,Operon,5,original,saturated,0.0,49.0,13.0,41.0,10.0,524.203125,0.9997506737709045 * (exp(-0.0447766110301018 * x0) - x0 * (x1 + -4.468748624763382) * (x1 * ((x1 * 4.6947760581970215 - exp(x1 * 0.681245744228363)) * ((exp(x0 * -5.357511043548584) + x0 * 15.17734146118164) * exp(x0 * -2.331373453140259))) * 0.01471161275443955) + -0.8707585668799217)
kotanchek,124,Operon,5,sympy,saturated,0.001,59.0,16.0,53.0,13.0,494.203125,(0.014707944763507572 * ((x1 - 4.468748624763382) * (x1 * x0)) * (exp(x0 * 0.0447766110301018) * ((x1 * 4.6947760581970215 - exp(x1 * 0.681245744228363)) * (-1.0 - x0 * 15.17734146118164 * exp(x0 * 5.357511043548584)))) + (0.9997506737709045 * exp(x0 * 7.688884496688843) + exp(x0 * 7.7336611077189445) * -0.8705414639299889)) * exp(x0 * -7.7336611077189445)
kotanchek,125,Operon,6,original,saturated,0.001,44.0,12.0,42.0,11.0,489.03125,0.001501522376202 + ((x1 + exp(x1 * 0.1865983307361603) * -2.062316550365507) / exp(x1 * -0.6834985017776489) + x1 * 0.8213703784114321 + 2.0125964221487602) * ((x1 * 0.0036516967229545 - exp(1.9130901098251343 * x0)) / (exp(exp(x0 * 0.7873576283454895)) + x0 * -2.215360164642334) * 2.7264668975190745)
kotanchek,125,Operon,6,sympy,saturated,0.001,54.0,14.0,52.0,13.0,522.1875,(0.0033264128585570115 * x0 - 2.2394391473414856 * ((0.0036516967229545 * x1 - exp(x0 * 1.9130901098251343)) * (2.4502909710978544 + (x1 + exp(x1 * 0.6834985017776489) * (x1 - exp(x1 * 0.1865983307361603) * 2.062316550365507) * 1.21747755492966))) + exp(exp(x0 * 0.7873576283454895)) * -0.001501522376202) / (x0 * 2.215360164642334 - exp(exp(x0 * 0.7873576283454895)))
kotanchek,126,Operon,7,original,saturated,0.0,45.0,12.0,41.0,11.0,483.984375,-1.24719463201e-05 + 0.9946426749229431 * (exp(exp(exp(1.1653105020523071 * x1 - exp(x1 * 0.4197142422199249))) + (-5.503303527832031 + x0 * (1.9999958276748657 + x0 * -1.000005214974017))) * (exp(x1 * 0.2837287485599518) - (-2.8964312076568604 - (x1 * -0.2071333527565002 - exp(x1 * -0.633906364440918)))))
kotanchek,126,Operon,7,sympy,saturated,0.0,59.0,16.0,52.0,13.0,514.21875,(((0.004051470996339809 * exp(x1 * 0.2837287485599518) - x1 * 0.000839194771067583 + 0.011734807030715253) * exp(x1 * 0.633906364440918) - 0.004051470996339809) * exp(x0 * 1.9999958276748657 - 1.000005214974017 * x0 ** 2.0 + exp(exp(x1 * 1.1653105020523071 - exp(x1 * 0.4197142422199249)))) - exp(x1 * 0.633906364440918) * 1.24719463201e-05) * exp(x1 * -0.633906364440918)
kotanchek,127,Operon,8,original,saturated,0.001,49.0,14.0,39.0,10.0,509.265625,-0.014807790517807 + (50.26171493530273 + x0 * (68.11995697021484 + x1 * 43.75576023664235)) * (exp(x0 * -2.7948594093322754) * (exp(x1 * -3.0556442737579346) + x1 * 2.6853957176208496) * ((x1 + -4.302153102395002) * (x1 + x0 * x0 * 21.86823953746175) * -0.000180118335767207))
kotanchek,127,Operon,8,sympy,saturated,0.001,64.0,18.0,51.0,13.0,520.25,((x1 * exp(x1 * 3.0556442737579346) + 0.37238459622105863) * ((x1 - 4.302153102395002) * ((x0 ** 2.0 + x1 * 0.0457284180689046) * (-50.261714935302734 - x0 * (68.11995697021484 + x1 * 43.75576023664235))) * 0.010577427078396165) + exp(x1 * 3.0556442737579346 + x0 * 2.7948594093322754) * -0.014807790517807) * exp(x0 * -2.7948594093322754 + x1 * -3.0556442737579346)
kotanchek,128,Operon,9,original,saturated,0.001,45.0,12.0,41.0,11.0,484.0,3.4507245346e-06 + 0.9999927282333374 * exp(-1.000031995264962 * (x0 * (x0 + -1.9999913386701804)) - x1 * (0.7100588083267212 + -0.8767948746681213 / (x1 * -0.3692416250705719 + exp(x1 * 0.4968747496604919))) - exp((1.4052648544311523 - exp(x1 * 0.1799458712339401)) * exp(exp(x1 * 0.2937204837799072))))
kotanchek,128,Operon,9,sympy,saturated,0.0,49.0,14.0,41.0,11.0,569.296875,0.9999927282333374 * exp(1.000031995264962 * (x0 * (1.9999913386701804 - x0)) + x1 * (-0.7100588083267212 + -0.8767948746681213 / (x1 * 0.3692416250705719 - exp(x1 * 0.4968747496604919))) - exp(exp(exp(x1 * 0.2937204837799072)) * (1.4052648544311523 - exp(x1 * 0.1799458712339401)))) + 3.4507245346e-06
kotanchek,129,Operon,10,original,saturated,0.0,44.0,13.0,40.0,12.0,489.1875,-0.0019379730802029 + 1.0046592950820923 * ((996.6720581054688 + -386.7166748046875 * x0 + exp(x0 * 1.7618920803070068) - (x0 * 1074.80419921875 + 882.804443359375) * exp(x0 * -1.9537824392318726)) / (2638.891845703125 + (exp(x0 * 2.816107749938965) + x1 * (358.9328602152236 * (x1 + -5.000890717313407)))))
kotanchek,129,Operon,10,sympy,saturated,0.001,77.0,22.0,60.0,16.0,509.328125,(x0 * -1079.812029138382 + (-886.9176897607686 + exp(x0 * 1.9537824392318726) * (x0 * -388.51850190576806 + (1.0046592950820923 * exp(x0 * 1.7618920803070068) + (x1 * 3.478630688427889 - 0.6956022206973338 * x1 ** 2.0 - 0.0019379730802029 * exp(x0 * 2.816107749938965) + 996.2017459657187))))) * (exp(x0 * -1.9537824392318726) / (exp(x0 * 2.816107749938965) + (x1 ** 2.0 * 358.9328602152236 - x1 * 1794.9840087890625 + 2638.891845703125)))
kotanchek,130,Operon,11,original,saturated,0.001,41.0,13.0,37.0,11.0,490.984375,0.0006644097738899 + 0.9983761310577393 * ((exp(0.3564732372760773 * x1) * (x1 * 2.875030279159546 + -16.993879318237305) + 17.045363426208496 + x1 * 3.226698637008667) / exp(0.9996910885637647 * (x0 * (x0 + -1.999829253408992)) + 0.34351804777666756 * (x1 * (x1 + -0.8642469256888284))))
kotanchek,130,Operon,11,sympy,saturated,0.001,62.0,19.0,52.0,14.0,465.03125,(0.0006644097738898999 * exp(0.9996910885637647 * (x0 * (x0 - 1.9998292534089919) + x1 * (x1 - 0.8642469256888284) * 0.34362419722095633)) + (x1 * 3.221458901305993 + (x1 * 2.8703616067811595 - 16.966283485403892) * exp(x1 * 0.3564732372760773) + 17.01768398993113)) * exp(0.9996910885637647 * (x0 * (1.9998292534089919 - x0)) + x1 * (x1 - 0.8642469256888284) * -0.3435180477766676)
kotanchek,131,Operon,12,original,saturated,0.001,45.0,14.0,41.0,12.0,513.1875,-0.0007296766270883 + (x0 - 4.179179889466643 + (x0 + -12.173483658971914) / (x0 * 1.3030259609222412 - exp(x0 * 0.6703483462333679)) * 0.522758369346266) * (-797.0989444058796 / (-34525.6953125 - exp(x0 * 2.949860095977783) + (x1 + -5.010043816381869) * (x0 + x1 * 99.7822515308657) * -46.20291959645079))
kotanchek,131,Operon,12,sympy,saturated,0.001,45.0,14.0,41.0,12.0,490.03125,(x0 - 4.179179889466643 + (x0 - 12.173483658971914) / (x0 * 1.3030259609222412 - exp(x0 * 0.6703483462333679)) * 0.522758369346266) * 797.0989444058796 / (46.20291959645078 * ((x1 - 5.010043816381869) * (x0 + x1 * 99.7822515308657)) + (exp(x0 * 2.949860095977783) + 34525.6953125)) + -0.0007296766270883
kotanchek,132,Operon,13,original,saturated,0.001,45.0,12.0,41.0,11.0,512.25,0.0036648171953857 + x1 * (0.7371884750154898 / (exp(exp(0.5352578163146973 * x0)) * (exp(x1 * 2.5961806774139404) - (1.9263886213302612 - x1 * 297.547607421875)) * exp(x1 * -1.0667701959609985))) / exp(x0 * (exp(x0 * -0.1313982456922531) * -6.930891990661621 + 4.3688435554504395) + -3.746926784515381)
kotanchek,132,Operon,13,sympy,saturated,0.001,64.0,17.0,62.0,16.0,491.015625,(31.249866299263655 * x1 * exp(x0 * (6.930891990661621 - 4.3688435554504395 * exp(x0 * 0.1313982456922531)) * exp(x0 * -0.1313982456922531) + x1 * 1.0667701959609985) + (x1 * 1.0904575881255614 + 0.0036648171953857 * exp(x1 * 2.5961806774139404) - 0.007059862144446493) * exp(exp(x0 * 0.5352578163146973))) * exp(exp(x0 * 0.5352578163146973) * -1.0) / (exp(x1 * 2.5961806774139404) + x1 * 297.547607421875 + -1.9263886213302617)
kotanchek,133,Operon,14,original,saturated,0.0,43.0,14.0,37.0,11.0,489.0,-0.0022257824894041 + (exp(-1.072905693294274 * (x1 * (x1 - 4.992212821275688))) + -38.442387808130434 * ((x1 - -0.87973420983464) * (x1 - 5.954149578520246))) * (0.034689127982821026 * ((x0 + 0.4595829397809482) / (exp(x0 * 2.8625166416168213) + (x0 * -3.6063053607940674 + 62.320167541503906))))
kotanchek,133,Operon,14,sympy,saturated,0.001,49.0,17.0,37.0,11.0,489.953125,(38.442387808130434 * ((x1 + 0.87973420983464) * (x1 - 5.954149578520246)) - exp(1.072905693294274 * (x1 * (4.992212821275688 - x1)))) * (-0.034689127982821026 * ((x0 + 0.4595829397809482) / (exp(x0 * 2.8625166416168213) - x0 * 3.6063053607940674 + 62.320167541503906))) + -0.0022257824894041
kotanchek,134,Operon,15,original,saturated,0.001,45.0,13.0,43.0,12.0,473.03125,0.0003700088418555 + (x0 - -0.05402615519978467 + (x0 * 1.0232990980148315 - exp(x0 * -4.979659080505371)) * (x0 - -0.5782157005654891) * -0.24622951978313723) * (exp(0.1231540888547897 * x1) / (exp(x0 * 2.4178924560546875) - -42.579288482666016) / (exp(x1 * 0.376332700252533) - x1 * 0.9377985596656799) * 10.84005657269455)
kotanchek,134,Operon,15,sympy,saturated,0.001,47.0,14.0,43.0,12.0,503.203125,0.0003700088418555 + exp(0.1231540888547897 * x1) * ((x0 - (x0 * 1.0232990980148315 - exp(x0 * -4.979659080505371)) * ((x0 + 0.5782157005654891) * 0.24622951978313723) + 0.05402615519978466) * (-10.84005657269455 / ((x1 * 0.9377985596656799 - exp(x1 * 0.376332700252533)) * (exp(x0 * 2.4178924560546875) + 42.579288482666016))))
kotanchek,135,Operon,16,original,saturated,0.001,41.0,12.0,37.0,11.0,465.0,-0.0158226937055588 + 1.0497971773147583 * ((exp(-0.3585180342197418 * x1) - (exp(x1 * 1.736264705657959) - -7144.390625 + x1 * -3211.79345703125) / (exp(x1 * 3.3592488765716553) - -8749.73046875) + -0.1251983642578125) / (exp(0.7833101749420166 * x0) + x0 * -1.7847769260406494))
kotanchek,135,Operon,16,sympy,saturated,0.001,45.0,14.0,37.0,11.0,516.203125,-0.0158226937055588 - (0.1251983642578125 - exp(x1 * -0.3585180342197418) + (x1 * -3211.79345703125 + (exp(x1 * 1.736264705657959) + 7144.390625)) / (exp(x1 * 3.3592488765716553) + 8749.73046875)) * (1.0497971773147583 / (exp(0.7833101749420166 * x0) - x0 * 1.7847769260406494))
kotanchek,136,Operon,17,original,saturated,0.0,33.0,10.0,29.0,8.0,569.3125,-1.43612136e-08 + (0.0493797957897186 - 0.0001029339036904 * x0) / (exp(x0 * -1.355219865e-07) + 0.13422816731090328 * (x1 * (x1 + -5.000000091292728))) / exp(-0.9999977676678355 * (x0 * (2.0020886399582447 - x0)))
kotanchek,136,Operon,17,sympy,saturated,0.001,39.0,13.0,29.0,8.0,473.046875,0.0001029339036904 * (exp(0.9999977676678355 * (x0 * (2.0020886399582447 - x0))) / (0.13422816731090328 * (x1 * (x1 - 5.000000091292728)) + exp(x0 * -1.355219865e-07)) * (479.72333720326924 - x0)) + -1.43612136e-08
kotanchek,137,Operon,18,original,saturated,0.0,43.0,13.0,39.0,11.0,489.203125,-2.6597272154e-06 + exp(-1.0000739087601787 * (x0 * (x0 + -1.9999002212996078))) * ((exp(x1 * 1.1061540842056274) - (x1 * -4.317282676696777 + -5.32090425491333 - exp(x1 * 3.6427340507507324 - 0.0311711747199297 - exp(x1 * 0.645723819732666)))) * ((x1 - 4.618966261154704) * -0.0016091645140056373))
kotanchek,137,Operon,18,sympy,saturated,0.0,58.0,18.0,48.0,13.0,490.984375,(0.0016091645140056373 * ((x1 * 4.317282676696777 + exp(x1 * 1.1061540842056274) + 0.969309637568713 * exp(x1 * 3.6427340507507324 - exp(x1 * 0.645723819732666)) + 5.32090425491333) * (4.618966261154704 - x1)) - 2.6597272154e-06 * exp(1.0000739087601787 * (x0 * (x0 - 1.9999002212996075)))) * exp(1.0000739087601787 * (x0 * (1.9999002212996075 - x0)))
kotanchek,138,Operon,19,original,saturated,0.001,47.0,12.0,47.0,12.0,506.21875,0.0034536698367447 + 0.9867714047431946 * ((-0.6941707730293274 * x1 + exp(x1 * 0.2583339512348175)) * (x1 * -0.6002479791641235 + exp(x1 * 0.2208170741796494)) * (exp(-0.8911798000335693 * x0) - (0.7564386129379272 + x0 * -1.2858601808547974)) / exp(x1 * -2.1546506881713867 + exp(x0 * 0.6885151863098145) + exp(x0 * -1.0648982524871826)))
kotanchek,138,Operon,19,sympy,saturated,0.001,70.0,19.0,64.0,16.0,489.15625,((0.6002479791641235 * x1 - exp(x1 * 0.2208170741796494)) * (x1 * 0.6941707730293274 - exp(x1 * 0.2583339512348175)) * ((exp(x0 * 0.8911798000335693) * (x0 - 0.5882743895491591) + 0.7776895302374424) * 1.2688500569654266) * exp(((x1 * 2.1546506881713867 - exp(x0 * 0.6885151863098145)) * exp(x0 * 1.0648982524871826) - 1.0) * exp(x0 * -1.0648982524871826)) + exp(x0 * 0.8911798000335693) * 0.0034536698367447) * exp(x0 * -0.8911798000335693)
kotanchek,139,Operon,20,original,saturated,0.0,45.0,13.0,39.0,11.0,488.984375,0.000488817866426 + 0.998822033405304 * (exp(x1 * ((-737.1186651377163 - x0 + x1 * 167.89522738885566) * -0.002301690329192133 + exp(-0.5296585344393987 * (x1 * x1)) * -1.094977140426636)) / (6.302425861358643 / (0.0139735620468855 + exp(x0 * 2.247617483139038 - exp(x0 * 0.8711588978767395)))))
kotanchek,139,Operon,20,sympy,saturated,0.0,52.0,15.0,42.0,11.0,513.15625,(0.15848215518555633 * exp(2.247617483139038 * x0 - exp(x0 * 0.8711588978767395)) + 0.002214560228809508) * exp(x1 * (exp(x1 ** 2.0 * -0.5296585344393987) * (-1.0949771404266357 + -0.002301690329192133 * (exp(x1 ** 2.0 * 0.5296585344393987) * (-737.1186651377164 - (x0 + x1 * -167.8952273888557)))))) + 0.000488817866426
kotanchek,140,Operon,21,original,saturated,0.001,47.0,14.0,29.0,8.0,514.28125,3.54178737325e-05 + exp(-0.999904950174269 * (x0 * (x0 + -2.0000067483987736)) - exp(x1 * (-0.29414598863525043 * (x1 + -3.6986009700714013))) * (x1 * -0.3036648035049438)) * ((x1 + -22.955435961460857) * -0.0023628981673482485)
kotanchek,140,Operon,21,sympy,saturated,0.001,59.0,17.0,51.0,13.0,569.203125,(3.54178737325e-05 * exp(0.999904950174269 * (x0 * (x0 - 2.0000067483987736)) + x1 * exp(x1 * (1.0879286389089486 - x1 * 0.29414598863525043)) * -0.3036648035049438) + (0.054241357564015935 - x1 * 0.0023628981673482624)) * exp(exp(x1 * (1.0879286389089486 - x1 * 0.29414598863525043)) * (x1 * 0.3036648035049438) + 0.999904950174269 * (x0 * (2.0000067483987736 - x0)))
kotanchek,141,Operon,22,original,saturated,0.001,41.0,13.0,35.0,10.0,489.0,5.4139832173e-06 + 0.9996626973152161 * (exp(-0.9999709140625515 * (x0 * (x0 + -1.999968573485206)) + exp(exp(-0.16756994558621316 * (x1 * (x1 + -4.99490557018085))) + -2.4340145587921143)) * (exp(-0.004497913058093474 * (x1 * (x1 + -5.033645223946721))) + -0.9611204862594604))
kotanchek,141,Operon,22,sympy,saturated,0.001,75.0,20.0,60.0,15.0,489.03125,0.9996626973152161 * exp(0.08768411202453105 * exp(exp(x1 * 0.836996054603478 - 0.16756994558621316 * x1 ** 2.0)) + (x0 * 1.9999104025243784 - 0.9999709140625513 * x0 ** 2.0 - x1 ** 2.0 * 0.004497913058093473 + x1 * 0.022640898582599798)) - 0.9607962977390443 * exp(0.08768411202453105 * exp(exp(x1 * 0.836996054603478 - 0.16756994558621316 * x1 ** 2.0)) + (x0 * 1.9999104025243784 - 0.9999709140625513 * x0 ** 2.0)) + 5.4139832173e-06
kotanchek,142,Operon,23,original,saturated,0.0,40.0,11.0,38.0,10.0,499.328125,0.0008338154293597 + 0.9979702830314636 * (exp(exp(exp(-0.2034285333434609 * ((x1 + -1.697238562244654) * (x1 + -3.3032002421149307))))) * ((exp(-0.6076733469963074 * x0) + (-0.9865196943283081 + x0 * 0.7046096920967102)) * exp(exp(x0 * -4.456360340118408) - exp(x0 * 0.6908147931098938))))
kotanchek,142,Operon,23,sympy,saturated,0.001,57.0,17.0,49.0,13.0,541.5,(((0.7031795338484663 * x0 - 0.9845173385649346) * exp(x0 * 0.6076733469963074) + 0.9979702830314636) * exp((1.0 - exp(x0 * 5.147175133228302)) * exp(x0 * -4.456360340118408) + exp(exp(0.2034285333434609 * ((x1 - 1.697238562244654) * (3.3032002421149307 - x1))))) + exp(x0 * 0.6076733469963074) * 0.0008338154293597) * exp(x0 * -0.6076733469963074)
kotanchek,143,Operon,24,original,saturated,0.0,45.0,11.0,43.0,10.0,490.984375,1.09874044938e-05 + 0.9998849630355835 * (exp(-1.0000055860600643 * (x0 * x0)) * ((exp(0.0044344896450639 * x1) - 0.9905131459236145) * exp(x0 * 1.9999943971633911 - x1 * 0.0865126922726631) * (exp(x1 * -0.2363450229167938) + exp(exp(exp(x1 * 1.167383074760437 - exp(x1 * 0.4206682443618774)))))))
kotanchek,143,Operon,24,sympy,saturated,0.001,61.0,15.0,57.0,14.0,508.9375,(0.9998849630355835 * (exp(0.0044344896450639 * x1) - 0.9905131459236145) * (exp(x1 * 0.2363450229167938 + exp(exp(x1 * 1.167383074760437 - exp(x1 * 0.4206682443618774)))) + 0.9999999999999999) * exp(1.9999943971633911 * x0 - x1 * 0.0865126922726631) + 1.09874044938e-05 * exp(x1 * 0.2363450229167938 + 1.0000055860600643 * x0 ** 2.0)) * exp(x0 ** 2.0 * -1.0000055860600643 + x1 * -0.2363450229167938)
kotanchek,144,Operon,25,original,saturated,0.001,43.0,13.0,43.0,13.0,514.984375,-0.00219124276191 + 1.0060203075408936 * ((-1.9571648836135869 + -0.1280445605516434 * x1 + (-4.947972297668457 * x0 + (exp(x0 * -25.129915237426758) - (-1013.9223632812502 + x0 * -2498.241943359375)) / (-763.44775390625 - exp(x1 * 2.6487932205200195)) / exp(x1 * -1.3105899095535278))) / (-64.68806457519531 - exp(x0 * 2.9050159454345703)))
kotanchek,144,Operon,25,sympy,saturated,0.001,45.0,14.0,43.0,13.0,484.953125,-0.00219124276191 + (4.947972297668457 * x0 + 0.1280445605516434 * x1 + 1.957164883613586 + (x0 * 2498.241943359375 + 1013.92236328125 + exp(x0 * -25.129915237426758)) * (exp(x1 * 1.3105899095535278) / (exp(x1 * 2.6487932205200195) + 763.44775390625))) * (1.0060203075408936 / (exp(x0 * 2.9050159454345703) + 64.68806457519531))
kotanchek,145,Operon,26,original,saturated,0.001,41.0,14.0,31.0,9.0,487.9375,-1.7344426624e-06 + exp(exp(0.5824717772909054 * ((3.0425383777981425 - x1) * (x1 + -1.9492535420091783))) + x0 * ((x0 - 1.999960650132932) * -0.9999608547843195)) * ((6.150038815524071 - x1) * ((-1.1037669397382512 - x1) * -0.007059581599505541))
kotanchek,145,Operon,26,sympy,saturated,0.001,67.0,22.0,51.0,14.0,511.125,((x1 + 1.103766939738251) * (x1 - 6.150038815524071) * -0.007059581599505541 - 1.7344426624e-06 * exp(0.9999608547843195 * (x0 * (x0 - 1.999960650132932)) - exp(0.5824717772909054 * ((x1 - 1.9492535420091783) * (3.042538377798143 - x1))))) * exp(exp(0.5824717772909054 * ((x1 - 1.9492535420091783) * (3.042538377798143 - x1))) + x0 * (x0 - 1.999960650132932) * -0.9999608547843195)
kotanchek,146,Operon,27,original,saturated,0.001,42.0,13.0,38.0,11.0,483.953125,-0.0020811073482037 + -0.8469517048965315 / (-62.75126647949219 - exp(x0 * 2.9289722442626953)) * ((exp(x0 * 0.0658860057592392) * (x1 - x0 * -1.0854167832453585 + 0.5095903180621941) + x1 * -0.9719574294599034) / (exp(x1 * 0.1633399575948715) + (-0.8682605624198914 - x1 * 0.2447641491889954)))
kotanchek,146,Operon,27,sympy,saturated,0.0,56.0,16.0,56.0,16.0,489.046875,(0.8232010019679153 * x1 - 0.0020811073482036994 * (exp(2.9289722442626953 * x0) + 62.75126647949219) * (x1 * 0.2447641491889954 - exp(x1 * 0.1633399575948715) + 0.8682605624198914) - (x0 * 0.919295595092965 + x1 * 0.8469517048965313 + 0.43159838868154093) * exp(x0 * 0.0658860057592392)) / ((exp(2.9289722442626953 * x0) + 62.75126647949219) * (x1 * 0.2447641491889954 - exp(x1 * 0.1633399575948715) + 0.8682605624198914))
kotanchek,147,Operon,28,original,saturated,0.001,46.0,12.0,46.0,12.0,484.046875,0.0014168095076457 + 0.9966097474098206 * ((4.507496356964111 * x0 + exp(x0 * -2.2596077919006348)) * ((x0 * -6.23191444902e-05 - exp(x0 * 0.557811975479126 - exp(x0 * 0.7266396284103394))) * (exp(1.8929998874664307 * x1) * (-0.0988849624991417 - x1 * -0.0229831431061029) * (exp(x1 * 0.258116751909256) + x1 * -0.6963179111480713))))
kotanchek,147,Operon,28,sympy,saturated,0.001,60.0,16.0,54.0,13.0,484.9375,((x1 - 4.302499533794574) * (x1 * 0.6963179111480713 - exp(x1 * 0.258116751909256)) * ((6.23191444902e-05 * x0 + exp(x0 * 0.557811975479126 - exp(x0 * 0.7266396284103394))) * (exp(x1 * 1.8929998874664307) * ((x0 * exp(x0 * 2.2596077919006348) + 0.22185264741367866) * 0.10324521574424408))) + exp(x0 * 2.2596077919006348) * 0.0014168095076457) * exp(x0 * -2.2596077919006348)
kotanchek,148,Operon,29,original,saturated,0.001,45.0,12.0,41.0,11.0,488.90625,-4.38776442024e-05 + 1.0001060962677002 * (exp(-0.3045227825641632 * x1 * exp(x1 * 0.5642136931419373) + (-4.02604103088379 + x0 * (1.999995470046997 + x0 * -1.0000276729651318))) * (exp(exp(x1 * 0.6489872336387634)) - exp(x1 * 1.314170479774475) * (-0.18602055311203 * exp(x1 * 1.530164122581482))))
kotanchek,148,Operon,29,sympy,saturated,0.001,58.0,14.0,54.0,13.0,484.015625,0.003319858720533827 * (exp(x0 * 1.9999954700469966 + x0 ** 2.0 * -1.0000276729651318 + x1 * exp(x1 * 0.5642136931419373) * -0.30452278256416326) * (exp(x1 * 2.844334602355957) - exp(x0 ** 2.0 * 1.0000276729651316 + (exp(x1 * 0.5642136931419373) * (x1 * 0.30452278256416315) + x0 * -1.9999954700469973)) * 0.013216720317346687 + exp(exp(x1 * 0.6489872336387634)) * 5.375750062401732))
kotanchek,149,Operon,30,original,saturated,0.001,43.0,11.0,43.0,11.0,539.96875,0.0002253897109767 + 0.9994593262672424 * (exp(exp(0.0994609072804451 * x1)) * (exp(-0.5447754859924316 * x0 - exp(x0 * 0.6602987051010132)) * ((-1.3688123226165771 + exp(0.1289836019277573 - exp(x0 * 1.1763114929199219)) + exp(x0 * 0.6509695649147034)) / (x1 * -0.9415363073348999 + exp(x1 * 0.3773067891597748)))))
kotanchek,149,Operon,30,sympy,saturated,0.001,43.0,11.0,43.0,11.0,482.96875,0.0002253897109767 + 0.9994593262672424 * (exp(exp(0.0994609072804451 * x1)) * (exp(-0.5447754859924316 * x0 - exp(x0 * 0.6602987051010132)) * ((-1.3688123226165771 + exp(0.1289836019277573 - exp(x0 * 1.1763114929199219)) + exp(x0 * 0.6509695649147034)) / (x1 * -0.9415363073348999 + exp(x1 * 0.3773067891597748)))))
kotanchek,150,SBP,1,original,saturated,0.0,29.0,5.0,29.0,5.0,483.96875,0.053829 - 0.000194 * ((exp(x0 + 19.367 - x0 * x0) * exp(x0 + -13.819) - x1 * exp(x1)) * (-1.237 - x1) + exp(x0))
kotanchek,150,SBP,1,sympy,saturated,0.001,42.0,7.0,39.0,6.0,514.953125,(exp(x0 * (x0 - 1.0)) * (277.46907216494844 - exp(x0)) - (x1 + 1.237) * (x1 * exp(x1 + (x0 ** 2.0 - x0)) - exp(x0) * 256.723594926263)) * (0.000194 * exp(x0 * (1.0 - x0)))
kotanchek,151,SBP,2,original,saturated,0.001,1.0,1.0,1.0,1.0,499.0625,-0.000871
kotanchek,151,SBP,2,sympy,saturated,0.001,1.0,1.0,1.0,1.0,499.140625,-0.000871
kotanchek,152,SBP,3,original,saturated,0.0,29.0,7.0,27.0,6.0,503.140625,0.164127 + (x1 * -9.729 + (25.331 - x0) - (x1 + x0) * (x0 * (exp(7.431 - exp(x0)) - 2.295))) * (x0 * -0.000918)
kotanchek,152,SBP,3,sympy,saturated,0.0,45.0,9.0,41.0,7.0,513.203125,((x0 * ((x0 + x1) * (2.295 * exp(exp(x0)) + -1687.49422412485)) + exp(exp(x0)) * (25.331 - x0 - x1 * 9.729)) * (x0 * -0.000918) + exp(exp(x0)) * 0.164127) * exp(exp(x0) * -1.0)
kotanchek,153,SBP,4,original,saturated,0.001,29.0,7.0,25.0,5.0,494.84375,0.007318 * ((-7.153 + x0) * (19.673 + ((-7.153 + x0) * (x0 - x0 * x0) - (x0 + (x0 + x1)))) + 151.3034001093195)
kotanchek,153,SBP,4,sympy,saturated,0.001,27.0,8.0,23.0,7.0,488.90625,1.107238282 - 0.007318 * (x0 - 7.153) * (x0 * (2.0 + (x0 - 7.153) * (x0 + -1.0)) + (x1 + -19.673))
kotanchek,154,SBP,5,original,saturated,0.0,28.0,6.0,24.0,4.0,486.28125,0.009179 - (exp(x1) + x1 * -19.513) * (exp(x0 + x0 - x0 * x0) * ((exp(x1) + -107.2854) * -7.528799999999999e-05))
