dataset,raw_index,algorithm_raw,algo_row,input_kind,status,runtime_ms,before_nodes,before_params,after_nodes,after_params,peak_rss_mb,rendered
pagie,199,SRjl,20,original,saturated,0.001,39.0,13.0,23.0,5.0,488.984375,-1.0588423401138312 * (exp(x1 * ((x1 + x1) * 0.10542431218523216 - x1)) + 1.48195787922794 / (exp(x0 * x0) - -0.4922336318688082) + -1.8679989173343312)
pagie,199,SRjl,20,sympy,saturated,0.001,23.0,7.0,17.0,5.0,488.96875,1.9779163449603863 - 1.0588423401138314 * exp(x1 ** 2.0 * -0.7891513756295357) - 1.569159748791842 / (exp(x0 ** 2.0) + 0.4922336318688082)
pagie,200,SRjl,21,original,saturated,0.001,33.0,11.0,23.0,6.0,507.171875,1.101199638445131 * (-0.5269451948814913 / exp(0.7642022288773276 * (x1 * x1) + -0.6072178507085199) + (1.8036647922817717 - exp(x0 * (x0 * 0.15728893873963976 - x0))))
pagie,200,SRjl,21,sympy,saturated,0.001,23.0,7.0,17.0,5.0,491.9375,1.9861950171368994 - 1.0649834789157042 * exp(x1 ** 2.0 * -0.7642022288773276) - 1.101199638445131 * exp(x0 ** 2.0 * -0.8427110612603602)
pagie,201,SRjl,22,original,saturated,0.0,31.0,9.0,21.0,6.0,490.984375,-1.0493023758903333 / exp(x1 * (x1 / 1.3701286312034702)) + (exp(x0 * (0.013659305781740091 - x0) / 1.3196876417690715) + -1.8746368441603543) / -0.9426177713325247
pagie,201,SRjl,22,sympy,saturated,0.001,25.0,8.0,20.0,6.0,489.15625,1.9887561015429271 - 1.0608753944733689 * exp(x0 * (0.010350408194646332 - x0 * 0.7577550689642567)) - 1.0493023758903333 * exp(x1 ** 2.0 * -0.7298584798725336)
pagie,202,SRjl,23,original,saturated,0.001,39.0,13.0,19.0,5.0,485.0,(exp(x1 * x1 * -0.7528797808388988) + -1.8613111075071955 + 1.0032230672586901 / exp(x0 * (x0 * 0.7426204698473927))) * -1.0697927504638658
pagie,202,SRjl,23,sympy,saturated,0.0,23.0,7.0,17.0,5.0,521.171875,1.9912171291690672 - 1.0697927504638658 * exp(x1 ** 2.0 * -0.752879780838899) - 1.07324076445147 * exp(x0 ** 2.0 * -0.7426204698473927)
pagie,203,SRjl,24,original,saturated,0.0,28.0,9.0,26.0,8.0,488.953125,-2.792238560484319 / (-2.844338639118127 - exp(log(x1 * (x1 * 0.5177208162997813)) * -1.8741636407391655)) + 1.021967424871605 - exp(x0 * (x0 * -0.7734843695524414) + 0.07429085443356889) / 1.0015346832137049
pagie,203,SRjl,24,sympy,saturated,0.0,24.0,7.0,20.0,6.0,488.953125,1.021967424871605 - 1.0754695400311118 * exp(x0 ** 2.0 * -0.7734843695524414) + 2.792238560484319 / (3.4342474157379796 / (x1 ** 2.0) ** 1.8741636407391655 + 2.844338639118127)
pagie,204,SRjl,25,original,saturated,0.0,41.0,12.0,27.0,7.0,482.984375,x1 / 0.6289404449426587 / x1 + (exp(x1 * (x1 * -0.7129831793049115) + 0.09328282342059575) * -0.9812102596998359 + -0.17695340463350415 * (0.19761433110752527 - log(x0 * x0 + 0.012659920175938618)))
pagie,204,SRjl,25,sympy,saturated,0.0,23.0,7.0,17.0,5.0,490.96875,-0.17695340463350415 * (-8.787664391311479 - log(x0 ** 2.0 + 0.012659920175938618)) - 1.077145313119088 * exp(x1 ** 2.0 * -0.7129831793049115)
pagie,205,SRjl,26,original,saturated,0.001,45.0,9.0,39.0,8.0,489.140625,1.944047815133558 - 1.0664521063252117 / exp(x0 * (x0 * (x1 * x1)) * 0.10404642108656967) + (x1 * (x1 * 0.8979952519492354 - x1) + 1.0286004868903225) / exp(x0 * x0 + 1.294289683924389) * (x1 * (x1 * 0.13355299915112226) - 1.7050047618728166)
pagie,205,SRjl,26,sympy,saturated,0.003,53.0,11.0,30.0,7.0,484.96875,1.944047815133558 + exp(x0 ** 2.0 * (x1 ** 2.0 * -0.10404642108656967)) * -1.0664521063252117 + exp(x0 ** 2.0 * -1.0) * (x1 ** 2.0 * 0.08532259609581337 + (-0.48069483321790746 - 0.003733972929107801 * x1 ** 4.0))
pagie,206,SRjl,27,original,saturated,0.001,42.0,11.0,34.0,7.0,465.0,-1.0891183757749412 * (exp(x1 * (x0 * x0 * (x1 * -0.11017346649207717))) + 0.008090022578698524 * ((-84.62695124440508 - log(x0 * x0)) / 0.3979025917598378 - log(x1 * (x1 + (0.07389121848622111 / x1 - 0.16922073446837355)))))
pagie,206,SRjl,27,sympy,saturated,0.0,36.0,8.0,30.0,7.0,489.03125,0.022143591002827125 * log(x0 ** 2.0) + 0.008810992250894736 * log(x1 ** 2.0 - x1 * 0.16922073446837355 + 0.07389121848622111) + 1.8739445961722976 - 1.0891183757749412 * exp(x0 ** 2.0 * (x1 ** 2.0 * -0.1101734664920772))
pagie,207,SRjl,28,original,saturated,0.001,44.0,15.0,36.0,11.0,503.140625,(exp((x0 * x0 - 2.070416508854408) / -0.9127225021280265) / 0.7930212050599668 - (log(x0 * (x0 + 0.3151710038411712) + 10.036421893337366) + 0.773675936651504) / 0.4484206592623279 + log(x1 * x1 + 0.02967420957975699) * -2.6187969208821213) * -0.07504166558781589 + 0.8440482123056166
pagie,207,SRjl,28,sympy,saturated,0.0,36.0,10.0,29.0,8.0,503.171875,0.19651888277923807 * log(x1 ** 2.0 + 0.02967420957975699) - (log(x0 ** 2.0 + x0 * 0.3151710038411712 + 10.036421893337367) + 5.817389357009367) * -0.1673465841454825 + exp(x0 ** 2.0 * -1.095623256431703) * -0.9144705788350792
pagie,208,SRjl,29,original,saturated,0.0,35.0,12.0,29.0,9.0,499.953125,(3.2712151658590822 - exp((x0 * x0 + -1.1604575201290437) * -0.7758328827728213)) / 2.2742077730412187 + 0.5544662813959574 - exp(x1 * ((x1 * -0.21525155901116402 - x1) / 1.6166469529264866)) / 0.9535730587566704 + -0.0038656535048068826
pagie,208,SRjl,29,sympy,saturated,0.001,23.0,7.0,17.0,5.0,488.953125,1.9889982996591087 - 1.0486873457854022 * exp(x1 ** 2.0 * -0.7517111616802242) - 1.0818681799927266 * exp(x0 ** 2.0 * -0.7758328827728213)
pagie,209,SRjl,30,original,saturated,0.001,28.0,7.0,26.0,6.0,484.125,-0.16360691420886442 * (2.446632681660071 / exp(x0 * (x0 / 0.7849375091277773)) - log(x0 * x0 + 0.20732621651686337) - log(x1 * x1 + 0.01862522300031467) + -7.066571760585466)
pagie,209,SRjl,30,sympy,saturated,0.001,28.0,7.0,26.0,6.0,483.90625,-0.16360691420886442 * (2.446632681660071 / exp(x0 * (x0 / 0.7849375091277773)) - log(x0 * x0 + 0.20732621651686337) - log(x1 * x1 + 0.01862522300031467) + -7.066571760585466)
