dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_expr,source_orig_parsed_n_params,source_before_nodes,n_rank,before_params,after_params,rank_gap,simpl_parsed_n_params,parsed_rank_gap,runtime_ms,peak_rss_mb,passes,egraph_total_size,egraph_nodes,eclass_count,extracted_cost,rendered
kotanchek,13,Bingo,13,original,Bingo,(69920813446.957 + 3837.522818140268 * ((-6411.945978052463 + 5614.613323813786 * x0) * (-6411.945978052463 + 5614.613323813786 * x0))) ** (-1.0) * (32356483533.402588 + -10343913179.625605 * x0 + 5885307060.08351 * x1),9.0,24.0,5.0,9.0,7.0,2.0,7.0,2.0,739.9878329888452,120.171875,2.0,1624.0,na,na,23.0,(69920813446.957 + 120973619469.07672 * ((x0 + -1.142010252221088) * (x0 + -1.142010252221088))) ** (-1.0) * (32356483533.402588 + -10343913179.625605 * x0 + 5885307060.08351 * x1)
pagie,203,SRjl,24,original,PySR,-2.792238560484319 / (-2.844338639118127 - exp(log(x1 * (x1 * 0.5177208162997813)) * -1.8741636407391655)) + 1.021967424871605 - exp(x0 * -0.7734843695524414 * x0 + 0.07429085443356889) / exp(0.07429085443356889 * 0.020641932342605206),9.0,28.0,6.0,9.0,7.0,1.0,7.0,1.0,117.23829200491308,111.390625,2.0,109.0,na,na,24.0,-2.792238560484319 / (-2.844338639118127 - exp(log(x1 * (x1 * 0.5177208162997813)) * -1.8741636407391655)) + 1.021967424871605 - exp(x0 * -0.7734843695524414 * x0) * 1.0754695400311116
kotanchek,205,SRjl,26,sympy,PySR,(0.027403656354302808 * x1 - 0.12069990779928053) * (x1 * (0.4454785549576585 * x0 - 2.8365201503978743 * x1 + 0.10838199940824038 * exp(x1) + 0.13267669843578556) - 1.134188032659344) * exp(-1.0 * (x0 - 1.1883794736981237) * (x0 - 0.8765025611709572)),9.0,35.0,7.0,9.0,9.0,2.0,9.0,2.0,1597.707167005865,148.015625,2.0,10875.0,na,na,33.0,0.027403656354302808 * (x1 - 4.404518369328067) * (x1 * (0.4454785549576585 * x0 - 2.8365201503978743 * x1 + 0.10838199940824038 * exp(x1) + 0.13267669843578556) - 1.134188032659344) * exp((1.1883794736981237 - x0) * (x0 - 0.8765025611709572))
kotanchek,184,SRjl,5,original,PySR,exp((-1.5650412257786985 - x1 - x1) / 2.725807745015068) * ((x0 + 0.2515421021268282) * x1) * (exp((x0 / -0.6595888099113719 * x0 - x1 / 0.8882302129082629) / 2.725807745015068) * ((x0 * (x1 - -0.9190110064157119) * 0.22136372638482898 + (x1 + 1.3549310295276753)) * x1)),9.0,41.0,7.0,9.0,8.0,1.0,8.0,1.0,125.48787498963064,110.234375,2.0,480.0,na,na,38.0,exp((x0 / -0.6595888099113719 * x0 - x1 / 0.8882302129082629 + (-1.5650412257786985 - x1 - x1)) / 2.725807745015068) * ((x0 + 0.2515421021268282) * x1) * ((x0 * (x1 + 0.9190110064157119) * 0.22136372638482898 + (x1 + 1.3549310295276753)) * x1)
kotanchek,201,SRjl,22,original,PySR,((x0 * x0 - -0.4184240074286722) * 1.3494588771755316 * x0 - -0.332202367119374) * (x1 + x1 + ((exp(x1) + x0 + x0 - exp(x0) + 0.028361584423514188 - x0) * (-0.10210136673593478 * 1.0369436744891594) / 0.8313615517472167 - -0.3066975504454587)) * 0.21929540418100335 / exp(x0 * x0),9.0,42.0,5.0,9.0,6.0,1.0,6.0,1.0,193.07729200227183,117.34375,2.0,104.0,na,na,38.0,-0.03768651437331991 / exp(x0 * x0) * (x0 * (x0 * x0 - -0.4184240074286722) - -0.2461745020453577) * (exp(x1) + x0 + x0 - exp(x0) + 0.028361584423514188 - x0 + (x1 + x1 - -0.3066975504454587) / -0.12734936583369594)
pagie,20,Bingo,20,original,Bingo,-0.00010507476032088567 * ((-819.22982975795 + x0 ** (-1.0) * (1.9180501896236644 - x1)) * log(abs(-61.64925975453745 * (-9.235869766393078 * (x0 * x1) + -1.0 * (-9.235869766393078 * -9.235869766393078 * (-9.235869766393078 * -9.235869766393078)) * (x0 * x0 * (x0 * x0) * (x1 * x1 * (x1 * x1))))))),9.0,43.0,3.0,9.0,5.0,2.0,5.0,2.0,277.9706669971347,116.25,2.0,119.0,na,na,33.0,-0.00010507476032088567 * ((-819.22982975795 + x0 ** (-1.0) * (1.9180501896236644 - x1)) * (13.013840385282407 + log(abs(x1 * (x0 * (x1 * (x1 * x1 * (x0 * x0 * x0)) + 0.0012693067772458905))))))
kotanchek,203,SRjl,24,original,PySR,((x0 + -0.14626012317910758) * 3.3628776435387486 + -0.050504132883325455 + (x1 - x0 + (exp(x1) - -0.6810625779422583 - x1) * -0.09649135468467125) * (x0 * 1.1635766746115828) + x1) / (exp(x0 * x0) + (exp(x1) + 3.3628776435387486 - x1)) * x1 / 1.3641929467844127 + 0.02765235981387666,9.0,44.0,7.0,9.0,8.0,1.0,8.0,1.0,2619.626542000333,143.890625,2.0,8590.0,na,na,42.0,(3.3628776435387486 * (-0.1612782529586318 + x0) + (x1 - x0 + (exp(x1) + 0.6810625779422583 - x1) * -0.09649135468467125) * (x0 * 1.1635766746115828) + x1) / (exp(x0 * x0) + (exp(x1) + 3.3628776435387486 - x1)) * x1 / 1.3641929467844127 + 0.02765235981387666
kotanchek,206,SRjl,27,original,PySR,exp(x0 + -2.6270807618049434 - (x0 - 0.7307483550809931) * x0 - x1) * ((x1 * x1 / 0.5695620761153319 - (x1 + x0) * x1 * -2.6270807618049434) * (x1 - 0.21002997412236857 + (exp(x1) + -1.2305420553970035) * -0.048636102379870004) - x0 + 0.5590230865341662 - -0.42694354206571955 + x0),9.0,45.0,6.0,9.0,7.0,1.0,7.0,1.0,297.01237499830313,119.109375,2.0,983.0,na,na,39.0,exp(x0 + -2.6270807618049434 - (x0 - 0.7307483550809931) * x0 - x1) * (0.9859666285998858 + (x1 * -0.08539210108859419 * (x1 + 1.4962855728162714 * (x1 + x0)) * (3.0878544411384157 + exp(x1) + x1 / -0.048636102379870004) - x0) + x0)
kotanchek,185,SRjl,6,sympy,PySR,(0.7265240564533295 * x1 + 0.48872997975581867) * ((x1 - 0.2946268534853358) * exp(1.598800435582104 * x1 * (x1 + 0.3553849416107877)) + 1.0) * exp(-1.598800435582104 * x1 * (x1 + 0.3553849416107877)) / ((-3.0 * x0 + exp(x0) + 1.0705549811404007) * (-1.0 * x1 ** 2.0 + exp(x1) + 2.520393468540772)),9.0,53.0,7.0,9.0,9.0,2.0,9.0,2.0,730.0862079719082,137.0625,2.0,795.0,na,na,47.0,(0.7265240564533295 * x1 + 0.48872997975581867) * ((x1 + -0.2946268534853358) * exp(1.598800435582104 * x1 * (x1 + 0.3553849416107877)) + 1.0) * exp(-1.598800435582104 * x1 * (x1 + 0.3553849416107877)) / ((-3.0 * x0 + exp(x0) + 1.0705549811404007) * (exp(x1) - x1 ** 2.0 + 2.520393468540772))
pagie,37,EPLEX,8,sympy,EPLEX,3.017599791376 * ((0.13360110193664 * (0.703249523422628 * log(abs(x1 ** 2.0)) + 1.0) ** 2.0 + log(abs(0.137 * x1))) ** 2.0 * (0.758725341426404 * exp(0.014641 * x1 ** 2.0) - 1.0) ** 2.0 - 0.557375869540689) ** 2.0 + exp(log(abs(x0)) - 0.335544732704243 * exp(exp(log(abs(log(abs(x0))))))) + 9e-06,9.0,57.0,8.0,9.0,9.0,1.0,9.0,1.0,100.5726669973228,111.6875,2.0,164.0,na,na,55.0,3.017599791376 * ((0.13360110193664 * (0.703249523422628 * log(abs(x1 ** 2.0)) + 1.0) ** 2.0 + log(abs(0.137 * x1))) ** 2.0 * (0.758725341426404 * exp(0.014641 * x1 ** 2.0) + -1.0) ** 2.0 + -0.557375869540689) ** 2.0 + exp(log(abs(x0)) + -0.335544732704243 * exp(abs(log(abs(x0))))) + 9e-06
kotanchek,33,EPLEX,4,original,EPLEX,(0.002 + (0.192 * (-1.412 + log(abs(x0 * 0.268 - exp(-1.569))))) ** 2.0) * (x1 * (-0.008 + log(abs(x1 * 0.384 - exp(exp(-0.001))))) * 0.4 + 0.096),10.0,31.0,7.0,10.0,8.0,1.0,8.0,1.0,171.8606660142541,111.59375,2.0,70.0,na,na,27.0,(0.002 + (0.192 * (-2.72876829847128 + log(abs(x0 + -0.7770646701367595)))) ** 2.0) * (x1 * (-0.9651127263944101 + log(abs(x1 + -7.071787142314785))) * 0.4 + 0.096)
kotanchek,33,EPLEX,4,sympy,EPLEX,(0.4 * x1 * (log(abs(0.384 * x1 - 2.71556626264888)) - 0.008) + 0.096) * (0.073497378816 * (0.708215297450425 * log(abs(0.268 * x0 - 0.208253331596652)) - 1.0) ** 2.0 + 0.002),10.0,33.0,7.0,10.0,8.0,1.0,8.0,1.0,76.92683301866055,111.828125,2.0,55.0,na,na,27.0,0.029398951526400003 * ((-0.9651127263944101 + log(abs(x1 + -7.0717871423147916))) * x1 + 0.24) * ((0.708215297450425 * (-2.72876829847128 + log(abs(x0 + -0.7770646701367612)))) ** 2.0 + 0.02721185479290331)
kotanchek,98,GOMEA,9,sympy,GP-GOMEA,(0.010811 * (x1 + 4.18) * (x1 + 7.097) - 0.010811 * exp(x1) - 0.047292 * exp(0.555 * x0 * (x0 - 1.761)) - 0.156986531) * exp(-0.555 * x0 * (x0 - 1.761)),10.0,38.0,6.0,10.0,9.0,3.0,9.0,3.0,1753.390042023966,169.59375,2.0,1177.0,na,na,34.0,(-0.010811 * (exp(x1) - (x1 - -7.097) * (x1 - -4.18)) - 0.047292 * exp(0.555 * x0 * (x0 - 1.761)) - 0.156986531) * exp(-0.555 * x0 * (x0 - 1.761))
kotanchek,163,SBP,14,sympy,SBP,((0.009239 * x0 - 0.018478 * x1 * (x0 - 9.621) + (0.009239 * x0 - 0.042748853) * exp(x0) - 0.009239 * exp(x1) + 0.208799) * exp(17.386 * x0) - 0.009239) * exp(-17.386 * x0),10.0,41.0,5.0,10.0,6.0,1.0,6.0,1.0,1087.3666660045274,156.453125,2.0,302.0,na,na,35.0,-0.009239 * (exp(17.386 * x0) * (exp(x1) - exp(x0) * (x0 - 4.627) - 22.5997402316268 - (x0 - 2.0 * ((x0 - 9.621) * x1))) - -1.0) * exp(-17.386 * x0)
kotanchek,58,EPLEX,29,sympy,EPLEX,(0.93784259540159 - 0.761854261089838 * exp(x1 * (0.158 * x0 - 0.158 * x1 * (x0 - 0.0446708 * x1 * (x1 * (x0 + 0.792) - 0.087)) - 0.391))) * exp(-1.0 * (x0 - 0.996) * (x0 - 0.896393)),10.0,41.0,8.0,10.0,9.0,1.0,9.0,1.0,1991.4543339982629,160.40625,2.0,203.0,na,na,37.0,-0.761854261089838 * (exp(x1 * (0.158 * (x0 - (x0 + -0.0446708 * ((x1 * (x0 + 0.792) + -0.087) * x1)) * x1 + -2.4746835443037973))) + -1.2309999999999992) * exp((0.996 - x0) * (x0 + -0.896393))
pagie,184,SRjl,5,original,PySR,(1.2970116211177067 - exp(0.09432994685391581 - x1 * (x0 * x0) * 0.7382751656820474 / x1) + (log(x0 * x0 * (x1 * x1)) + 0.7382751656820474) * -0.0021496742064029224 / 0.4593468932730417 - exp(0.07743331735052479 - x1 * x1 / 1.2970116211177067) + 0.7157260145245514) / 0.9972373150183798,10.0,42.0,6.0,10.0,7.0,1.0,7.0,1.0,1138.1420000107028,150.09375,2.0,120.0,na,na,32.0,(-276.40988846064414 + log(x0 * x0 * (x1 * x1)) + exp(-0.7382751656820474 * (x0 * x0)) * 234.8200160343343 - -230.885681324045 / exp(x1 * (x1 * 0.7710031149437541)) + -152.93783598802997) * -0.00469281400027855
kotanchek,192,SRjl,13,original,PySR,exp((x1 - 0.9749770010803096) / 0.3602520541304732 * ((x1 - 1.0905877212475377) * -0.10547334775316865)) * (x1 * x1 + exp(x1 * (x1 * -0.2764585325406506) / 0.15774000127710996)) * (exp(x0 * (x0 - -0.451418475300699 + x0) * x0 * -0.10547334775316865) * 0.23056264826328124) * (x0 + 0.34628722226816544),10.0,44.0,7.0,10.0,8.0,1.0,8.0,1.0,729.9619590048678,143.234375,2.0,329.0,na,na,37.0,(x0 + 0.34628722226816544) * 0.23056264826328124 * (exp((x0 * -0.2109466955063373 + -0.0476126178275958) * x0 * x0 + (x1 + -1.0905877212475377) * (x1 + -0.9749770010803096) * -0.2927765339402316) * (x1 * x1 + exp(x1 * x1 * -1.7526215944108032)))
kotanchek,52,EPLEX,23,sympy,EPLEX,0.500573919411628 * exp((x0 - (0.346862490451608 * x0 ** 2.0 + 5.789336458816 * (0.415609632833826 * x1 - 1.0) ** 2.0 + 0.288) * exp(0.161158250794792 * x0 ** 2.0)) / (0.346862490451608 * x0 ** 2.0 + 5.789336458816 * (0.415609632833826 * x1 - 1.0) ** 2.0 + 0.288)),10.0,47.0,5.0,10.0,6.0,1.0,6.0,1.0,1128.976958018029,141.765625,2.0,6353.0,na,na,29.0,0.500573919411628 * exp(x0 / (x0 ** 2.0 + 16.690580902185186 * (0.415609632833826 * x1 + -1.0) ** 2.0 + 0.8303002138542849) * 2.8829868536607117 - exp(0.161158250794792 * x0 ** 2.0))
pagie,193,SRjl,14,sympy,PySR,(((0.16161018649279643 * exp(x1) - 0.5528662521412185) * exp(0.6345300936814577 * x1 * (1.0 - x1)) + 0.16161018649279643 * log(0.21718432114465394 * x0 ** 2.0 * x1 ** 2.0 + 0.1669947705470114) + 1.430613401554393) * exp(1.1061008884785009 * x0 ** 2.0) - 0.4093919422901248) * exp(-1.1061008884785009 * x0 ** 2.0),10.0,50.0,7.0,10.0,8.0,1.0,8.0,1.0,546.5234589937609,125.875,2.0,114.0,na,na,44.0,(0.16161018649279643 * (7.325238819452281 + log(x1 ** 2.0 * x0 ** 2.0 + 0.7689080393413198) + exp(0.6345300936814577 * x1 * (1.0 - x1)) * (exp(x1) - 3.420986412671839)) * exp(1.1061008884785009 * x0 ** 2.0) - 0.4093919422901248) * exp(-1.1061008884785009 * x0 ** 2.0)
kotanchek,192,SRjl,13,sympy,PySR,0.23056264826328124 * (x0 + 0.34628722226816544) * (x1 ** 2.0 * exp(1.7526215944108032 * x1 ** 2.0) + 1.0) * exp(-0.10547334775316865 * x0 ** 2.0 * (2.0 * x0 + 0.451418475300699) - 1.7526215944108032 * x1 ** 2.0 - (0.10547334775316865 * x1 - 0.1150279379784773) * (2.775834276403121 * x1 - 2.706374578303446)),10.0,51.0,7.0,10.0,9.0,2.0,9.0,2.0,881.2934589805081,137.1875,2.0,5340.0,na,na,45.0,0.23056264826328124 * (x0 + 0.34628722226816544) * (x1 ** 2.0 * exp(1.7526215944108032 * x1 ** 2.0) + 1.0) * exp(-0.2109466955063373 * x0 ** 2.0 * (x0 + 0.2257092376503495) + -1.7526215944108032 * x1 ** 2.0 + -0.2927765339402316 * ((x1 + -1.0905877212475377) * (x1 + -0.9749770010803095)))
kotanchek,43,EPLEX,14,sympy,EPLEX,3.59180012268391 * log(abs(exp(exp(-0.230296875 * x0 ** 3.0)))) * exp(((x0 + log(abs(x1 + 0.71))) * (log(abs(x1 - log(abs(x1 + 0.912)) - 1.00142895121963)) + 0.0240880403827765) + 0.502459875) / (log(abs(x1 - log(abs(x1 + 0.912)) - 1.00142895121963)) + 0.0240880403827765)),10.0,52.0,1.0,10.0,7.0,6.0,7.0,6.0,70.06337499478832,111.578125,2.0,68.0,na,na,36.0,3.59180012268391 * log(abs(exp(exp(-0.230296875 * x0 ** 3.0)))) * exp(0.502459875 / (log(abs(x1 - log(abs(x1 + 0.912)) + -1.00142895121963)) + 0.0240880403827765) + (x0 + log(abs(x1 + 0.71))))
kotanchek,188,SRjl,9,sympy,PySR,0.6385535784802048 * x1 ** 2.0 * (x0 + 0.4339810714841567) * (x1 * (1.050416445377896 * (x0 + x1) * exp(2.5453490974043493 * x1 ** 3.0) + 3.429039507965635) + 0.40562409423561496 * exp(2.5453490974043493 * x1 ** 3.0)) * exp(-0.5411409793785076 * x0 ** 2.0 - 2.5453490974043493 * x1 ** 3.0 - 1.5453490974043493 * x1),10.0,54.0,7.0,10.0,9.0,2.0,9.0,2.0,1334.5929170027375,143.0,2.0,7155.0,na,na,50.0,0.2590127168919437 * ((x0 + 0.4339810714841567) * x1 ** 2.0) * (exp(2.5453490974043493 * x1 ** 3.0) + x1 * 2.589630301319675 * (exp(2.5453490974043493 * x1 ** 3.0) * (x0 + x1) + 3.264457180820327)) * exp(-0.5411409793785076 * x0 ** 2.0 + -2.5453490974043493 * x1 ** 3.0 + -1.5453490974043493 * x1)
pagie,47,EPLEX,18,original,EPLEX,exp(log(abs(0.256 * x1)) * 0.447 ** 2.0) / (exp(-1.0 * 0.916 ** 3.0) + (log(abs(log(abs(0.139 * x1)) * (0.383 / exp(0.14 * (log(abs(log(abs(x0 * (0.116 * x1) * x0)) * -0.439 * x1)) * log(abs(x0 * (exp(-1.0 * 1.01 ** 3.0) + log(abs(x1)))))))) ** 2.0 * x1)) * 0.385 / x0) ** 2.0),10.0,59.0,9.0,10.0,10.0,1.0,10.0,1.0,116.23558300198056,106.921875,2.0,164.0,na,na,59.0,exp(log(abs(0.256 * x1)) * 0.19980900000000001) / (0.4636731950126199 + (log(abs(log(abs(0.139 * x1)) * (0.383 / exp(0.14 * (log(abs(log(abs(x0 * (0.116 * x1) * x0)) * -0.439 * x1)) * log(abs(x0 * (0.3568995176449873 + log(abs(x1)))))))) ** 2.0 * x1)) * 0.385 / x0) ** 2.0)
pagie,47,EPLEX,18,sympy,EPLEX,x0 ** 2.0 * exp(0.199809 * log(abs(0.256 * x1))) / (0.46367319501262 * x0 ** 2.0 + 0.148225 * log(abs(0.146689 * x1 * log(abs(0.139 * x1)) * exp(-0.28 * log(abs(x0 * (log(abs(x1)) + 0.356899517644987))) * log(abs(-0.439 * x1 * log(abs(0.116 * x0 ** 2.0 * x1))))))) ** 2.0),10.0,67.0,9.0,10.0,10.0,1.0,10.0,1.0,896.9932080071885,133.5625,2.0,5527.0,na,na,62.0,x0 ** 2.0 * exp(0.199809 * log(abs(0.256 * x1))) / (0.46367319501262 * x0 ** 2.0 + 0.148225 * (log(abs(0.146689 * x1 * log(abs(0.139 * x1)))) + -0.28 * log(abs(x0 * (log(abs(x1)) + 0.356899517644987))) * log(abs(-0.439 * x1 * log(abs(0.116 * x0 ** 2.0 * x1))))) ** 2.0)
pagie,52,EPLEX,23,original,EPLEX,log(abs(-1.0 * 0.426 ** 2.0 * log(abs(0.433)) - log(abs(log(abs(-0.601 * (-1.0 * 0.205 ** 3.0))) ** 2.0 * (x1 * (0.211 + ((x0 * (0.152 + 0.523)) ** 2.0 - -1.0 * 0.465 ** 2.0 * 0.128)) - (-0.608 + 0.559)))))),11.0,29.0,3.0,11.0,4.0,1.0,4.0,1.0,88.98437500465661,100.1875,2.0,34.0,na,na,17.0,log(abs(-3.1696543872226113 - log(abs(x1 * (0.2386768 + (x0 * 0.675) ** 2.0) - -0.04899999999999993))))
pagie,30,EPLEX,1,original,EPLEX,log(abs(log(abs(exp(-0.95) * exp(1.068 / -1.306) / ((0.684 ** 3.0 / -0.404) ** 3.0 + (-0.084 + -1.077 * (x1 + exp(-1.751))) * (x1 - -1.0 * 0.422 ** 2.0)) / (-1.0 * 0.991 ** 3.0 + (exp(-0.98) - x0 ** 2.0)))))),11.0,29.0,4.0,11.0,6.0,2.0,6.0,2.0,101.39983298722656,111.5625,2.0,36.0,na,na,23.0,log(abs(log(abs(-0.1585090541114496 / ((x1 + 0.178084) * (0.2515946853343707 + x1) + 0.46147174676957436) / (-0.9732422709999999 + (0.37531109885139957 - x0 ** 2.0))))))
pagie,27,Bingo,27,original,Bingo,0.3423580139257516 * log(abs(0.45123069569900626 + x0 * (-1.0 * -0.4457591552950685 * (x1 ** (-1.0) * (24.139650704131938 + -0.8538385588541292 * (x1 * x1) + -6.699001432126425 * log(abs(-0.4457591552950685 * x1 ** (-1.0)))) ** (-1.0)) + x1 * (24.139650704131938 + -0.8538385588541292 * (x1 * x1) + -6.699001432126425 * log(abs(-0.4457591552950685 * x1 ** (-1.0))))))),11.0,41.0,7.0,11.0,9.0,2.0,9.0,2.0,1371.548791998066,147.078125,2.0,6178.0,na,na,49.0,0.3423580139257516 * log(abs(0.45123069569900626 + x0 * (0.4457591552950685 * (x1 ** (-1.0) * (-6.699001432126425 * (log(abs(x1 ** (-1.0))) + (-4.411446485385776 + 0.12745758715013442 * (x1 * x1)))) ** (-1.0)) + x1 * (-6.699001432126425 * (log(abs(x1 ** (-1.0))) + (-4.411446485385776 + 0.12745758715013442 * (x1 * x1)))))))
kotanchek,198,SRjl,19,sympy,PySR,(0.0824717599335444 * x0 - 0.1402580296048392 * x1 * (0.1166605288237383 * x1 - 0.3889423006138937) * (1.863725397048531 * x1 - exp(x0 - x1) + 0.6913395485992673) + 0.11421930953845344 * x1) * exp(-0.6913395485992673 * (x0 - 0.348429581990042) * (1.410316792946743 * x0 - 2.0724889411426552)),11.0,43.0,8.0,11.0,9.0,1.0,9.0,1.0,802.9730830166955,143.84375,2.0,426.0,na,na,35.0,(x1 * (0.11421930953845344 + -0.016362575905476084 * (x1 + -3.3339665483733945) * (1.863725397048531 * x1 - exp(x0 - x1) + 0.6913395485992673)) + 0.0824717599335444 * x0) * exp(-0.9750077750177676 * ((x0 + -0.348429581990042) * (x0 + -1.4695201471808026)))
kotanchek,202,SRjl,23,original,PySR,((1.105713298711151 - x1 + 3.0100099019404682) * ((x1 + (x0 + x0 * -0.6854124096751144) * 0.9920893091076243) * (x0 * 1.1655136057850133 + 0.41881611799109447) * 0.944500237323902 * x1) + x0 + exp(x0)) * 0.14315118818945466 / (exp(x0 * x0 * 0.6021125702327208) / 0.5490908669833041 - -0.896001896740603),11.0,43.0,7.0,11.0,9.0,2.0,9.0,2.0,774.3692499934696,130.96875,2.0,5308.0,na,na,39.0,((1.105713298711151 - x1 + 3.0100099019404682) * (1.0921195682054032 * ((x0 + x0 * -0.6854124096751144 + x1 / 0.9920893091076243) * (x0 + 0.3593403937219656)) * x1) + x0 + exp(x0)) * (0.07860301003263778 / (exp(x0 * x0 * 0.6021125702327208) + 0.49198645829998267))
kotanchek,198,SRjl,19,original,PySR,exp((x0 + -1.4695201471808026) * 1.410316792946743 * (x0 + -0.348429581990042) * -0.6913395485992673) * 0.11421930953845344 * ((x1 * -0.1166605288237383 + 0.3889423006138937) * (x1 * (x1 + x1 * 0.8637253970485311 - (exp(x0 - x1) + -0.6913395485992673))) * 1.2279712613533134 + x0 * 0.7220474389733479 + x1),11.0,43.0,8.0,11.0,9.0,1.0,9.0,1.0,1106.156750000082,143.921875,2.0,4197.0,na,na,39.0,exp(-0.9750077750177676 * (x0 + -1.4695201471808026) * (x0 + -0.348429581990042)) * 0.11421930953845344 * (-0.1432557767298305 * (x1 + -3.3339665483733945) * (x1 * (x1 + x1 * 0.8637253970485311 - (exp(x0 - x1) + -0.6913395485992673))) + x0 * 0.7220474389733479 + x1)
kotanchek,205,SRjl,26,original,PySR,((x1 - (-1.1223483561279124 + 0.11938672268929733) + x1) * -0.013701828177151404 - -0.13444231576893154) * (x1 * (x1 - ((exp(x1 - 1.413487090635412) + (x0 + x1)) * -0.3474875232686879 + x1) * -1.2819987053555328 + x1 - 0.13267669843578556) - -1.134188032659344) * exp((1.1883794736981237 - x0) * (x0 + -0.8765025611709572)),11.0,43.0,7.0,11.0,9.0,2.0,9.0,2.0,1599.8274580051657,156.328125,2.0,8379.0,na,na,41.0,0.006103870616635536 * ((-8.809036738656134 + (x1 + x1)) * (x1 * (0.2432934160400646 * exp(x1) + (x0 + x1) + x1 / -0.3474875232686879 + (x1 + x1) / -0.44547855495765853 + 0.2978295968666687) + -2.5459991733320257)) * exp((1.1883794736981237 - x0) * (x0 + -0.8765025611709572))
kotanchek,120,Operon,1,sympy,Operon,(1.0001556873321533 * (4.740077740995787 * x1 ** 2.0 - 39.54774475097656 * x1 + 83.59192657470703) * (0.0012082674617850116 * x1 ** 3.0 + 0.0003036445996258 * x1 + 0.0006379182450473) * exp(1.9995476007461548 * x0) - 6.445771578e-05 * exp(0.999705792384703 * x0 ** 2.0)) * exp(-0.999705792384703 * x0 ** 2.0),11.0,48.0,8.0,11.0,9.0,1.0,9.0,1.0,686.8783750105649,128.625,2.0,4124.0,na,na,42.0,(0.005728173365985095 * ((x1 ** 3.0 + 0.25130578222905736 * x1 + 0.5279611222045848) * (x1 ** 2.0 - 8.343269227198043 * x1 + 17.63513831255143)) * exp(1.9995476007461548 * x0) - 6.445771578e-05 * exp(0.999705792384703 * x0 ** 2.0)) * exp(-0.999705792384703 * x0 ** 2.0)
kotanchek,38,EPLEX,9,original,EPLEX,(x1 + x0) * (0.314 * ((x1 + 0.335) / exp(x1 - (0.098 - 0.184 / exp(exp(0.146 ** 3.0 - x0 - (exp(0.196 - x1) - exp(0.107))) - 0.178 - x0) + x0 / exp(x0 - 1.218 + (exp((exp(0.336) - x1) * x1) - 0.023)))))),11.0,49.0,7.0,11.0,9.0,2.0,9.0,2.0,1382.3814160132315,143.265625,2.0,175.0,na,na,45.0,(x1 + x0) * ((x1 + 0.335) * (0.3463303145240714 / exp(0.184 / exp(exp(0.0031121359999999993 - x0 - 1.2165269053343162 / exp(x1) + 1.1129342544793257) + -0.178 - x0) + (x1 + -3.4590708066102507 * x0 / exp(exp((1.3993390248109305 - x1) * x1) + x0)))))
kotanchek,40,EPLEX,11,original,EPLEX,(((exp(-0.768 - x0) * (1.168 * (x0 / -0.199))) ** 3.0) ** 2.0 + x1 * exp(-1.208 - x0)) / (1.584 * (exp(-1.119 - x0) * x1) + (exp(x0) * (0.647 * exp(x0 * (exp(0.044 - x0) * (0.734 * (x1 / -0.158))))) + 1.494)),11.0,51.0,5.0,11.0,6.0,1.0,6.0,1.0,791.0730830044486,131.359375,2.0,2734.0,na,na,40.0,(((x0 * (-2.7230248474122782 / exp(x0))) ** 3.0) ** 2.0 + x1 * (0.29879427078110127 / exp(x0))) / (0.5173442803773342 / exp(x0) * x1 + (exp(x0 + x0 * (x1 * (-4.854538281570365 / exp(x0)))) * 0.647 + 1.494))
kotanchek,121,Operon,2,sympy,Operon,(18.301775890134767 * x1 ** 2.0 - 24.402799923014413 * x1 + 29.05090247388557) * exp(3.060275077819824 * x0 + ((-0.4271978216173871 * x1 ** 2.0 + 1.3422309160232544 * x1 - 5.326002013081032 * exp(0.4211926460266113 * x0)) * exp(1.2979059219360352 * x0) - 1.0) * exp(-1.2979059219360352 * x0)) + 0.0019190539605916,11.0,51.0,10.0,11.0,11.0,1.0,11.0,1.0,1800.18270900473,150.59375,2.0,11427.0,na,na,47.0,(18.301775890134767 * x1 ** 2.0 + -24.402799923014413 * x1 + 29.05090247388557) * exp(3.060275077819824 * x0 + ((-0.4271978216173871 * x1 ** 2.0 + 1.3422309160232544 * x1 + -5.326002013081032 * exp(0.4211926460266113 * x0)) * exp(1.2979059219360352 * x0) + -1.0) * exp(-1.2979059219360352 * x0)) + 0.0019190539605916
pagie,58,EPLEX,29,sympy,EPLEX,2.2818807653293 - 1.0 * log(abs(0.235 + 0.078310985281 * log(abs(-1.0 * exp(-1.0 * x0 ** 2.0 + log(abs(log(abs(0.897 - 0.164047378003738 * exp(log(abs(-0.003 - 0.276544027789322 / x1)))))))) - 0.155)) ** 4.0 * exp(1.48145233407848 * exp(-0.658 / x1 ** 2.0)) / log(abs(-0.035)) ** 2.0)) ** 2.0,11.0,59.0,9.0,11.0,10.0,1.0,10.0,1.0,143.30337499268353,113.359375,2.0,92.0,na,na,45.0,2.2818807653293 - log(abs(0.235 + exp(1.48145233407848 * exp(-0.658 / x1 ** 2.0)) * 0.006968016239569429 * log(abs(-0.155 - exp(log(abs(log(abs(0.164047378003738 * (5.467932562625664 - abs(-0.003 - 0.276544027789322 / x1)))))) - x0 ** 2.0))) ** 4.0)) ** 2.0
