dataset,raw_index,algorithm_raw,algorithm,algo_row,is_paper_row,drop_reason,original_expr,sympy_expr,raw_csv_index,orig_nodes,orig_params,simpl_nodes,simpl_params,orig_nodes_sympy,orig_params_sympy,simpl_nodes_sympy,simpl_params_sympy,n_params,n_rank,orig_live_status,sympy_live_status,orig_runtime_ms,sympy_runtime_ms,orig_rendered_haskell,orig_rendered_python,sympy_rendered_haskell,sympy_rendered_python,baseline_source
kotanchek,54,EPLEX,EPLEX,25,1,kept,(-0.001+(exp(((-0.076*exp(x0))+(plog(-0.313)+(x0/exp((x0+((-0.016*x0)-(x1/(((-0.046*exp(x1))+((-0.041*(((-0.016*((-0.009+0.447)*x0))*(-0.038))-0.092))+(0.938*(exp((-0.079+(plog(x1)+plog(-0.224))))-0.841))))/(-0.433))))))))))^2)),exp(2*x0*exp((-0.984*x0*(2.52158521939954e-5*x0 + 0.106235565819861*exp(x1) - 2.00173082939836*exp(plog(-0.224) + plog(x1)) + 1.81313163972286) + x1)/(2.52158521939954e-5*x0 + 0.106235565819861*exp(x1) - 2.00173082939836*exp(plog(-0.224) + plog(x1)) + 1.81313163972286)) + 2*plog(-0.313) - 0.152*exp(x0)) - 0.001,54,68,20,39,9,70,17,58,14,15.0,8.0,saturated,saturated,1.0e-3,1.0e-3,(-1.0e-3) + ((Exp(((Exp(x0)) * (-7.6e-2)) + ((-1.1615520884419839) + ((x0) / (Exp(((x1) / (((Exp(x1)) + (((Exp((Log(Abs(x1))) + (-1.5751092271270972))) + ((-1.164015351812367e-5) * ((x0) + (71904.43637493331)))) * (-20.391304347826086))) * (-0.10623556581986143))) + ((x0) * (0.984))))))))^(2)),(-0.001 + (exp(((exp(x0) * -0.076) + (-1.1615520884419839 + (x0 / exp(((x1 / ((exp(x1) + ((exp((log(abs(x1)) + -1.5751092271270972)) + (-1.164015351812367e-05 * (x0 + 71904.43637493331))) * -20.391304347826086)) * -0.10623556581986143)) + (x0 * 0.984))))))) ** 2.0)),(Exp((((2.0) * (x0)) * (Exp(((x1) + (((x0) * ((((x0) + ((Exp(x1)) * (4213.046816841616))) + ((Exp((-1.4961092271270973) + (Log(Abs(x1))))) * (-79383.82625335296))) + (71904.43637493312))) * (-2.4812398558891472e-5))) * ((39657.59286287885) / ((((x0) + ((Exp(x1)) * (4213.046816841616))) + ((Exp((-1.4961092271270973) + (Log(Abs(x1))))) * (-79383.82625335296))) + (71904.43637493312)))))) + ((-2.323104176883968) + ((Exp(x0)) * (-0.152))))) + (-1.0e-3),(exp((((2.0 * x0) * exp(((x1 + ((x0 * (((x0 + (exp(x1) * 4213.046816841616)) + (exp((-1.4961092271270973 + log(abs(x1)))) * -79383.82625335296)) + 71904.43637493312)) * -2.4812398558891472e-05)) * (39657.59286287885 / (((x0 + (exp(x1) * 4213.046816841616)) + (exp((-1.4961092271270973 + log(abs(x1)))) * -79383.82625335296)) + 71904.43637493312))))) + (-2.323104176883968 + (exp(x0) * -0.152)))) + -0.001),live_haskell
kotanchek,55,EPLEX,EPLEX,26,1,kept,exp((((-0.522*x0)^3)-exp(0.123))),0.322747685344673*exp(-0.142236648*x0**3),55,10,3,7,2,10,3,7,2,2.0,2.0,saturated,saturated,0.0,0.0,Exp((((x0) * (-0.522))^(3)) + (-1.1308844209474893)),exp((((x0 * -0.522) ** 3.0) + -1.1308844209474893)),(0.322747685344673) * (Exp(((x0)^(3)) * (-0.142236648))),(0.322747685344673 * exp(((x0 ** 3.0) * -0.142236648))),live_haskell
kotanchek,56,EPLEX,EPLEX,27,1,kept,exp(((x0-exp((0.288-(x1^2))))-((0.466-x0)+((x0^2)+(0.178+(0.215+((exp((1.252+(0.442+(((x1^2)+(x1*(x1-(x1^3))))*0.115))))+((-0.001+((0.069-(0.173+(0.109*0.256)))+(exp((-0.343+x1))*0.264)))-0.062))*0.144))))))),0.435642283097052*exp(((-x0**2 + 2*x0 - 0.0269776062506729*exp(x1) - 0.783533093999475*exp(0.115*x1**2*(2 - x1**2)))*exp(x1**2) - 1.33375730412338)*exp(-x1**2)),56,55,13,39,7,46,9,39,8,13.0,5.0,saturated,saturated,0.0,0.0,Exp((((x0) - (Exp((0.288) - ((x1)^(2))))) - ((x0)^(2))) + ((x0) + ((0.144) * (((Exp((x1) + (-0.343))) * (-0.264)) + ((-5.770373777777778) - (Exp(((((x1)^(2)) + ((x1) * ((x1) - ((x1)^(3))))) * (0.115)) + (1.694)))))))),exp((((x0 - exp((0.288 - (x1 ** 2.0)))) - (x0 ** 2.0)) + (x0 + (0.144 * ((exp((x1 + -0.343)) * -0.264) + (-5.770373777777778 - exp(((((x1 ** 2.0) + (x1 * (x1 - (x1 ** 3.0)))) * 0.115) + 1.694)))))))),(0.435642283097052) * (Exp((((((((x0) * (2.0)) - ((x0)^(2))) - ((2.69776062506729e-2) * (Exp(x1)))) + ((Exp(((0.115) * ((x1)^(2))) * ((2.0) - ((x1)^(2))))) * (-0.7835330939994751))) * (Exp((x1)^(2)))) + (-1.33375730412338)) * (Exp(((x1)^(2)) * (-1.0))))),(0.435642283097052 * exp((((((((x0 * 2.0) - (x0 ** 2.0)) - (0.0269776062506729 * exp(x1))) + (exp(((0.115 * (x1 ** 2.0)) * (2.0 - (x1 ** 2.0)))) * -0.7835330939994751)) * exp((x1 ** 2.0))) + -1.33375730412338) * exp(((x1 ** 2.0) * -1.0))))),live_haskell
kotanchek,58,EPLEX,EPLEX,29,1,kept,((0.439+(0.792-exp((((x1*(x0-(x1*(x0-((x1*(0.087-(x1*(x0+0.792))))*(0.724*(0.1*(-0.617))))))))*0.158)-(x1*0.391)))))*exp((-0.272-((x0-(-1.139*(-0.787)))*(x0-0.996))))),(0.93784259540159 - 0.761854261089838*exp(x1*(0.158*x0 - 0.158*x1*(x0 - 0.0446708*x1*(x1*(x0 + 0.792) - 0.087)) - 0.391)))*exp(-(x0 - 0.996)*(x0 - 0.896393)),58,41,10,39,10,41,11,37,9,10.0,8.0,saturated,saturated,1.0e-3,0.0,((0.439) + ((0.792) - (Exp((x1) * ((((x0) - ((x1) * ((x0) - (((x1) * ((8.7e-2) - ((x1) * ((0.792) + (x0))))) * (-4.4670800000000004e-2))))) * (0.158)) + (-0.391)))))) * (Exp((-0.272) - (((x0) - (0.896393)) * ((x0) - (0.996))))),((0.439 + (0.792 - exp((x1 * (((x0 - (x1 * (x0 - ((x1 * (0.087 - (x1 * (0.792 + x0)))) * -0.044670800000000004)))) * 0.158) + -0.391))))) * exp((-0.272 - ((x0 - 0.896393) * (x0 - 0.996))))),((0.93784259540159) - ((0.761854261089838) * (Exp((x1) * (((0.158) * ((x0) - ((x1) * ((x0) - (((x1) * (4.46708e-2)) * (((x1) * ((x0) + (0.792))) + (-8.7e-2))))))) + (-0.391)))))) * (Exp(((x0) - (0.996)) * ((0.8963929999999999) - (x0)))),((0.93784259540159 - (0.761854261089838 * exp((x1 * ((0.158 * (x0 - (x1 * (x0 - ((x1 * 0.0446708) * ((x1 * (x0 + 0.792)) + -0.087)))))) + -0.391))))) * exp(((x0 - 0.996) * (0.8963929999999999 - x0)))),live_haskell
kotanchek,59,EPLEX,EPLEX,30,1,kept,((((0.208*x0)^2)-0.592)^2),0.350464*(0.0730810810810811*x0**2 - 1)**2,59,9,2,7,2,9,2,7,2,2.0,2.0,saturated,saturated,1.0e-3,1.0e-3,((((0.208) * (x0))^(2)) - (0.592))^(2),((((0.208 * x0) ** 2.0) - 0.592) ** 2.0),((((0.208) * (x0))^(2)) - (0.592))^(2),((((0.208 * x0) ** 2.0) - 0.592) ** 2.0),live_haskell
kotanchek,90,GOMEA,GOMEA,1,1,kept,0.016340+0.000000*((exp(((-16.721000-x0)*(-18.231000+x0)))*(((x0+x1)*(-4.221000+x1))*((x0+3.821000)*(-13.956000*x1))))),0.0163400000000000,90,1,1,1,1,1,1,1,1,7.0,1.0,saturated,saturated,0.0,0.0,1.634e-2,0.01634,1.634e-2,0.01634,live_haskell
kotanchek,91,GOMEA,GOMEA,2,1,kept,0.009318-0.005377*((exp(((x0+x0)-(x0*x0)))*(((x1+0.083000)*(-5.885000+x1))*((4.740000*x1)-(x1*x1))))),(0.005377*x1*(x1 - 5.885)*(x1 - 4.74)*(x1 + 0.083) + 0.009318*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),91,28,5,28,5,31,7,31,7,5.0,5.0,saturated,saturated,0.0,0.0,(9.318e-3) - ((5.377e-3) * ((Exp(((x0) + (x0)) - ((x0) * (x0)))) * ((((x1) + (8.3e-2)) * ((x1) + (-5.885))) * (((x1) * (4.74)) - ((x1) * (x1)))))),(0.009318 - (0.005377 * (exp(((x0 + x0) - (x0 * x0))) * (((x1 + 0.083) * (x1 + -5.885)) * ((x1 * 4.74) - (x1 * x1)))))),((((((5.377e-3) * (x1)) * ((x1) - (5.885))) * ((x1) - (4.74))) * ((x1) + (8.3e-2))) + ((9.318e-3) * (Exp((x0) * ((x0) - (2.0)))))) * (Exp((x0) * ((2.0) - (x0)))),((((((0.005377 * x1) * (x1 - 5.885)) * (x1 - 4.74)) * (x1 + 0.083)) + (0.009318 * exp((x0 * (x0 - 2.0))))) * exp((x0 * (2.0 - x0)))),live_haskell
kotanchek,92,GOMEA,GOMEA,3,1,kept,0.000080-0.008165*((exp(((x0+x0)-(x0*x0)))*(((1.253000-5.351000)+exp(x1))+(x1+(x1*(-16.707000)))))),(0.128247655*x1 - 0.008165*exp(x1) + 8.0e-5*exp(x0*(x0 - 2)) + 0.03346017)*exp(x0*(2 - x0)),92,23,4,21,4,26,6,26,6,4.0,4.0,saturated,saturated,0.0,0.0,(8.0e-5) - (((Exp(x1)) - ((15.707) * ((x1) + (0.2609027821990195)))) * ((8.165e-3) * (Exp(((x0) + (x0)) - ((x0) * (x0)))))),(8e-05 - ((exp(x1) - (15.707 * (x1 + 0.2609027821990195))) * (0.008165 * exp(((x0 + x0) - (x0 * x0)))))),(((((0.128247655) * (x1)) - ((8.165e-3) * (Exp(x1)))) + ((8.0e-5) * (Exp((x0) * ((x0) - (2.0)))))) + (3.346017e-2)) * (Exp((x0) * ((2.0) - (x0)))),(((((0.128247655 * x1) - (0.008165 * exp(x1))) + (8e-05 * exp((x0 * (x0 - 2.0))))) + 0.03346017) * exp((x0 * (2.0 - x0)))),live_haskell
kotanchek,93,GOMEA,GOMEA,4,1,kept,0.000072+0.007967*(((((-1.459000-7.405000)-(x1-12.778000))-((x1*(-17.047000))+exp(x1)))*exp(((x0+x0)-(x0*x0))))),(0.127846449*x1 - 0.007967*exp(x1) + 7.2e-5*exp(x0*(x0 - 2)) + 0.031182838)*exp(x0*(2 - x0)),93,25,5,21,4,26,6,26,6,5.0,4.0,saturated,saturated,1.0e-3,1.0e-3,(7.2e-5) + ((7.967e-3) * ((((3.9139999999999997) + ((x1) * (16.047))) - (Exp(x1))) * (Exp(((x0) + (x0)) - ((x0) * (x0)))))),(7.2e-05 + (0.007967 * (((3.9139999999999997 + (x1 * 16.047)) - exp(x1)) * exp(((x0 + x0) - (x0 * x0)))))),(((((0.127846449) * (x1)) - ((7.967e-3) * (Exp(x1)))) + ((7.2e-5) * (Exp((x0) * ((x0) - (2.0)))))) + (3.1182838e-2)) * (Exp((x0) * ((2.0) - (x0)))),(((((0.127846449 * x1) - (0.007967 * exp(x1))) + (7.2e-05 * exp((x0 * (x0 - 2.0))))) + 0.031182838) * exp((x0 * (2.0 - x0)))),live_haskell
kotanchek,94,GOMEA,GOMEA,5,1,kept,-0.000569+0.008219*((exp(((x0+x0)-(x0*x0)))*(((14.480000*x1)-(8.928000-16.829000))-(exp(x1)-(x1-3.401000))))),(0.12723012*x1 - 0.008219*exp(x1) - 0.000569*exp(x0*(x0 - 2)) + 0.0369855)*exp(x0*(2 - x0)),94,25,5,23,4,26,6,26,6,5.0,4.0,saturated,saturated,1.0e-3,1.0e-3,(-5.69e-4) + ((8.219e-3) * ((Exp(((x0) + (x0)) - ((x0) * (x0)))) * ((x1) + ((((x1) * (14.48)) + (4.5)) - (Exp(x1)))))),(-0.000569 + (0.008219 * (exp(((x0 + x0) - (x0 * x0))) * (x1 + (((x1 * 14.48) + 4.5) - exp(x1)))))),(((((0.12723012) * (x1)) - ((8.218999999999997e-3) * (Exp(x1)))) - ((5.69e-4) * (Exp((x0) * ((x0) - (2.0)))))) + (3.69855e-2)) * (Exp((x0) * ((2.0) - (x0)))),(((((0.12723012 * x1) - (0.008218999999999997 * exp(x1))) - (0.000569 * exp((x0 * (x0 - 2.0))))) + 0.0369855) * exp((x0 * (2.0 - x0)))),live_haskell
kotanchek,95,GOMEA,GOMEA,6,1,kept,0.041578+0.022505*(((((x0+x1)-exp(x0))+((4.360000-x1)*(x1+x1)))*exp(((x0+x0)-(x0*x0))))),(0.022505*x0 - 0.04501*x1*(x1 - 4.36) + 0.022505*x1 - 0.022505*exp(x0) + 0.041578*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),95,27,3,27,3,36,8,30,6,3.0,3.0,saturated,saturated,0.0,1.0e-3,(4.1578e-2) + ((2.2505e-2) * (((((x0) + (x1)) - (Exp(x0))) + (((4.36) - (x1)) * ((x1) + (x1)))) * (Exp(((x0) + (x0)) - ((x0) * (x0)))))),(0.041578 + (0.022505 * ((((x0 + x1) - exp(x0)) + ((4.36 - x1) * (x1 + x1))) * exp(((x0 + x0) - (x0 * x0)))))),(((2.2505e-2) * (((x0) + ((x1) * ((2.0) * ((4.86) - (x1))))) - (Exp(x0)))) + ((4.1578e-2) * (Exp((x0) * ((x0) - (2.0)))))) * (Exp((x0) * ((2.0) - (x0)))),(((0.022505 * ((x0 + (x1 * (2.0 * (4.86 - x1)))) - exp(x0))) + (0.041578 * exp((x0 * (x0 - 2.0))))) * exp((x0 * (2.0 - x0)))),live_haskell
kotanchek,96,GOMEA,GOMEA,7,1,kept,-0.002373+0.007876*((exp(((x0+x0)-(x0*x0)))*(((x1-0.327000)+(x1*14.509000))-(exp(x1)+(x0-6.946000))))),(-0.007876*x0 + 0.122148884*x1 - 0.007876*exp(x1) - 0.002373*exp(x0*(x0 - 2)) + 0.052131244)*exp(x0*(2 - x0)),96,27,5,25,4,32,8,28,6,5.0,4.0,saturated,saturated,0.0,0.0,(-2.373e-3) + ((7.876e-3) * ((Exp(((x0) + (x0)) - ((x0) * (x0)))) * ((((x1) + (((x1) * (14.509)) + (6.619))) - (Exp(x1))) - (x0)))),(-0.002373 + (0.007876 * (exp(((x0 + x0) - (x0 * x0))) * (((x1 + ((x1 * 14.509) + 6.619)) - exp(x1)) - x0)))),(((7.875999999999998e-3) * ((((x1) * (15.509)) - (x0)) - (Exp(x1)))) + ((5.2131243999999986e-2) + ((Exp((x0) * ((x0) - (2.0)))) * (-2.3730000000000005e-3)))) * (Exp((x0) * ((2.0) - (x0)))),(((0.007875999999999998 * (((x1 * 15.509) - x0) - exp(x1))) + (0.052131243999999986 + (exp((x0 * (x0 - 2.0))) * -0.0023730000000000005))) * exp((x0 * (2.0 - x0)))),live_haskell
kotanchek,97,GOMEA,GOMEA,8,1,kept,0.040188-0.167339*((exp((exp(-4.145000)-(x1*x1)))-exp(((x0+x0)-(x0*x0))))),0.167339*exp(-x0**2 + 2*x0) + 0.040188 - 0.170011338339925*exp(-x1**2),97,19,3,19,3,23,6,19,5,3.0,3.0,saturated,saturated,1.0e-3,1.0e-3,(4.0188e-2) - ((0.167339) * ((Exp((1.5843435951321115e-2) - ((x1) * (x1)))) - (Exp(((x0) + (x0)) - ((x0) * (x0)))))),(0.040188 - (0.167339 * (exp((0.015843435951321115 - (x1 * x1))) - exp(((x0 + x0) - (x0 * x0)))))),((0.16733899999999996) * (Exp(((x0) * (2.0)) - ((x0)^(2))))) + ((4.018799999999999e-2) + ((Exp((-1.0) * ((x1)^(2)))) * (-0.17001133833992502))),((0.16733899999999996 * exp(((x0 * 2.0) - (x0 ** 2.0)))) + (0.04018799999999999 + (exp((-1.0 * (x1 ** 2.0))) * -0.17001133833992502))),live_haskell
kotanchek,98,GOMEA,GOMEA,9,1,kept,-0.047292-0.010811*((exp(((0.555000*x0)*(1.761000-x0)))*(((-7.097000-x1)*(x1+4.180000))+((-0.289000+14.810000)+exp(x1))))),(0.010811*(x1 + 4.18)*(x1 + 7.097) - 0.010811*exp(x1) - 0.047292*exp(0.555*x0*(x0 - 1.761)) - 0.156986531)*exp(-0.555*x0*(x0 - 1.761)),98,25,7,25,7,38,11,34,9,7.0,6.0,saturated,saturated,1.0e-3,0.0,(-4.7292e-2) - (((((-7.097) - (x1)) * ((x1) + (4.18))) + ((14.521) + (Exp(x1)))) * ((1.0811e-2) * (Exp(((0.555) * (x0)) * ((1.761) - (x0)))))),(-0.047292 - ((((-7.097 - x1) * (x1 + 4.18)) + (14.521 + exp(x1))) * (0.010811 * exp(((0.555 * x0) * (1.761 - x0)))))),(((1.0810999999999998e-2) * ((((x1) + (4.18)) * ((x1) + (7.097))) - (Exp(x1)))) + ((-0.15698653100000007) + ((Exp(((0.555) * (x0)) * ((x0) - (1.761)))) * (-4.7292000000000015e-2)))) * (Exp((0.555) * ((x0) * ((1.761) - (x0))))),(((0.010810999999999998 * (((x1 + 4.18) * (x1 + 7.097)) - exp(x1))) + (-0.15698653100000007 + (exp(((0.555 * x0) * (x0 - 1.761))) * -0.047292000000000015))) * exp((0.555 * (x0 * (1.761 - x0))))),live_haskell
kotanchek,99,GOMEA,GOMEA,10,1,kept,0.001573-0.008457*((exp(((x0+x0)-(x0*x0)))*(((x1-x0)-(2.400000+x1))+(exp(x1)+(-15.584000*x1))))),(0.008457*x0 + 0.131793888*x1 - 0.008457*exp(x1) + 0.001573*exp(x0*(x0 - 2)) + 0.0202968)*exp(x0*(2 - x0)),99,29,5,27,4,30,7,28,6,4.0,4.0,saturated,saturated,0.0,0.0,(1.573e-3) - ((8.457e-3) * ((Exp(((x0) + (x0)) - ((x0) * (x0)))) * ((((x1) - (x0)) - ((x1) + (2.4))) + ((Exp(x1)) - ((x1) * (15.584)))))),(0.001573 - (0.008457 * (exp(((x0 + x0) - (x0 * x0))) * (((x1 - x0) - (x1 + 2.4)) + (exp(x1) - (x1 * 15.584)))))),((((0.131793888) * (x1)) - ((8.457e-3) * ((Exp(x1)) - (x0)))) + (((1.573e-3) * (Exp((x0) * ((x0) - (2.0))))) + (2.02968e-2))) * (Exp((x0) * ((2.0) - (x0)))),((((0.131793888 * x1) - (0.008457 * (exp(x1) - x0))) + ((0.001573 * exp((x0 * (x0 - 2.0)))) + 0.0202968)) * exp((x0 * (2.0 - x0)))),live_haskell
kotanchek,100,GOMEA,GOMEA,11,1,kept,0.012093-0.012131*((exp(((x0+x0)-(x0*x0)))*(((2.494000-14.259000)*x1)+exp((x1-0.338000))))),(0.142721215*x1 - 0.00865177203749406*exp(x1) + 0.012093*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),100,21,4,21,4,24,5,24,5,4.0,3.0,saturated,saturated,1.0e-3,0.0,(1.2093e-2) - ((1.2131e-2) * ((Exp(((x0) + (x0)) - ((x0) * (x0)))) * (((-11.765) * (x1)) + (Exp((x1) - (0.338)))))),(0.012093 - (0.012131 * (exp(((x0 + x0) - (x0 * x0))) * ((-11.765 * x1) + exp((x1 - 0.338)))))),((((0.14272121499999998) * (x1)) - ((8.65177203749406e-3) * (Exp(x1)))) + ((1.2093e-2) * (Exp((x0) * ((x0) - (2.0)))))) * (Exp((x0) * ((2.0) - (x0)))),((((0.14272121499999998 * x1) - (0.00865177203749406 * exp(x1))) + (0.012093 * exp((x0 * (x0 - 2.0))))) * exp((x0 * (2.0 - x0)))),live_haskell
kotanchek,101,GOMEA,GOMEA,12,1,kept,0.010331-0.000529*((exp(((x0+x0)-(x0*x0)))*((exp(x1)-(x1*16.705000))*((x0-x1)+(18.607000-x0))))),(-0.000529*(x1 - 18.607)*(16.705*x1 - exp(x1)) + 0.010331*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),101,27,4,23,4,30,7,28,6,4.0,4.0,saturated,saturated,1.0e-3,0.0,(1.0331e-2) - ((5.29e-4) * ((Exp(((x0) + (x0)) - ((x0) * (x0)))) * (((Exp(x1)) - ((x1) * (16.705))) * ((18.607) - (x1))))),(0.010331 - (0.000529 * (exp(((x0 + x0) - (x0 * x0))) * ((exp(x1) - (x1 * 16.705)) * (18.607 - x1))))),(((5.29e-4) * ((((x1) * (16.705)) - (Exp(x1))) * ((18.607) - (x1)))) + ((1.0331e-2) * (Exp((x0) * ((x0) - (2.0)))))) * (Exp((x0) * ((2.0) - (x0)))),(((0.000529 * (((x1 * 16.705) - exp(x1)) * (18.607 - x1))) + (0.010331 * exp((x0 * (x0 - 2.0))))) * exp((x0 * (2.0 - x0)))),live_haskell
kotanchek,102,GOMEA,GOMEA,13,1,kept,-0.108816-0.000065*(((((-8.386000*x0)-(x1+0.898000))*exp((7.588000-x0)))-(((x0-x1)*(13.986000+18.716000))*(exp(x1)-(x1+13.305000))))),(1.07620435066218*x0 + 0.128333454646098*x1 - (0.00212563*(x0 - x1)*(x1 - exp(x1) + 13.305) + 0.108816)*exp(x0) + 0.115243442272196)*exp(-x0),102,31,8,29,7,32,7,32,7,7.0,6.0,saturated,saturated,0.0,0.0,(-0.108816) - ((6.5e-5) * (((((x0) * (-8.386)) + ((-0.898) - (x1))) * (Exp((7.588) - (x0)))) + (((x0) - (x1)) * ((32.702) * ((x1) + ((13.305) - (Exp(x1)))))))),(-0.108816 - (6.5e-05 * ((((x0 * -8.386) + (-0.898 - x1)) * exp((7.588 - x0))) + ((x0 - x1) * (32.702 * (x1 + (13.305 - exp(x1)))))))),(((((1.07620435066218) * (x0)) + ((0.128333454646098) * (x1))) - (((((2.125629999999999e-3) * ((x0) - (x1))) * (((x1) - (Exp(x1))) + (13.305))) + (0.108816)) * (Exp(x0)))) + (0.11524344227219599)) * (Exp((x0) * (-1.0000000000000002))),(((((1.07620435066218 * x0) + (0.128333454646098 * x1)) - ((((0.002125629999999999 * (x0 - x1)) * ((x1 - exp(x1)) + 13.305)) + 0.108816) * exp(x0))) + 0.11524344227219599) * exp((x0 * -1.0000000000000002))),live_haskell
kotanchek,103,GOMEA,GOMEA,14,1,kept,0.002398-0.008408*(((((x1*(-16.678000))+exp(x1))+((x1+x0)-(x0+3.300000)))*exp(((x0+x0)-(x0*x0))))),(0.131820624*x1 - 0.008408*exp(x1) + 0.002398*exp(x0*(x0 - 2)) + 0.0277464)*exp(x0*(2 - x0)),103,27,4,21,4,26,6,26,6,4.0,4.0,saturated,saturated,0.0,1.0e-3,(2.398e-3) - ((8.408e-3) * (((Exp(x1)) + (((x1) * (-15.678)) + (-3.3))) * (Exp(((x0) + (x0)) - ((x0) * (x0)))))),(0.002398 - (0.008408 * ((exp(x1) + ((x1 * -15.678) + -3.3)) * exp(((x0 + x0) - (x0 * x0)))))),(((((0.131820624) * (x1)) - ((8.408e-3) * (Exp(x1)))) + ((2.398e-3) * (Exp((x0) * ((x0) - (2.0)))))) + (2.77464e-2)) * (Exp((x0) * ((2.0) - (x0)))),(((((0.131820624 * x1) - (0.008408 * exp(x1))) + (0.002398 * exp((x0 * (x0 - 2.0))))) + 0.0277464) * exp((x0 * (2.0 - x0)))),live_haskell
kotanchek,104,GOMEA,GOMEA,15,1,kept,0.001058-0.008482*((exp(((x0+x0)-(x0*x0)))*((exp(x1)-(-8.523000-x1))-((x1*16.294000)+(16.678000-4.093000))))),(0.129723708*x1 - 0.008482*exp(x1) + 0.001058*exp(x0*(x0 - 2)) + 0.034453884)*exp(x0*(2 - x0)),104,25,5,21,4,26,6,26,6,5.0,4.0,saturated,saturated,0.0,1.0e-3,(1.058e-3) - ((8.482e-3) * ((Exp(((x0) + (x0)) - ((x0) * (x0)))) * (((Exp(x1)) - ((x1) * (15.294))) + (-4.062000000000001)))),(0.001058 - (0.008482 * (exp(((x0 + x0) - (x0 * x0))) * ((exp(x1) - (x1 * 15.294)) + -4.062000000000001)))),(((((0.129723708) * (x1)) - ((8.482e-3) * (Exp(x1)))) + ((1.058e-3) * (Exp((x0) * ((x0) - (2.0)))))) + (3.4453884e-2)) * (Exp((x0) * ((2.0) - (x0)))),(((((0.129723708 * x1) - (0.008482 * exp(x1))) + (0.001058 * exp((x0 * (x0 - 2.0))))) + 0.034453884) * exp((x0 * (2.0 - x0)))),live_haskell
kotanchek,105,GOMEA,GOMEA,16,1,kept,0.007824-0.012740*((exp(((x0+x0)-(x0*x0)))*(((x1-8.411000)+4.098000)*((x1*x1)+(x1+x1))))),(-0.01274*x1*(x1 - 4.313)*(x1 + 2) + 0.007824*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),105,26,4,24,3,29,7,27,6,4.0,3.0,saturated,saturated,1.0e-3,1.0e-3,(7.824e-3) - (((x1) + (-4.313)) * ((1.274e-2) * ((Exp(((x0) + (x0)) - ((x0) * (x0)))) * (((x1) * (x1)) + ((x1) + (x1)))))),(0.007824 - ((x1 + -4.313) * (0.01274 * (exp(((x0 + x0) - (x0 * x0))) * ((x1 * x1) + (x1 + x1)))))),(((7.824e-3) * (Exp((x0) * ((x0) - (2.0))))) - ((((1.2739999999999998e-2) * (x1)) * ((x1) - (4.313))) * ((2.0) + (x1)))) * (Exp((x0) * ((2.0) - (x0)))),(((0.007824 * exp((x0 * (x0 - 2.0)))) - (((0.012739999999999998 * x1) * (x1 - 4.313)) * (2.0 + x1))) * exp((x0 * (2.0 - x0)))),live_haskell
kotanchek,106,GOMEA,GOMEA,17,1,kept,0.002551-0.007740*((exp(((x0+x0)-(x0*x0)))*(((0.548000+x1)*(x1-4.287000))*(x1-(-1.260000-x1))))),(-0.00774*(x1 - 4.287)*(x1 + 0.548)*(2*x1 + 1.26) + 0.002551*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),106,26,5,26,5,33,9,29,7,5.0,5.0,saturated,saturated,1.0e-3,1.0e-3,(2.551e-3) - ((7.74e-3) * ((Exp(((x0) + (x0)) - ((x0) * (x0)))) * ((((0.548) + (x1)) * ((x1) - (4.287))) * ((x1) - ((-1.26) - (x1)))))),(0.002551 - (0.00774 * (exp(((x0 + x0) - (x0 * x0))) * (((0.548 + x1) * (x1 - 4.287)) * (x1 - (-1.26 - x1)))))),(((-1.548e-2) * (((x1) - (4.287)) * (((x1) + (0.548)) * ((x1) + (0.63))))) + ((2.551e-3) * (Exp((x0) * ((x0) - (2.0)))))) * (Exp((x0) * ((2.0) - (x0)))),(((-0.01548 * ((x1 - 4.287) * ((x1 + 0.548) * (x1 + 0.63)))) + (0.002551 * exp((x0 * (x0 - 2.0))))) * exp((x0 * (2.0 - x0)))),live_haskell
kotanchek,107,GOMEA,GOMEA,18,1,kept,0.002206+0.022640*(((((x0*x0)-(x0*x0))-((-4.636000+x1)*(x1+x1)))*exp(((x0+x0)-(x0*x0))))),(-0.04528*x1*(x1 - 4.636) + 0.002206*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),107,28,3,20,3,25,6,23,5,3.0,3.0,saturated,saturated,0.0,1.0e-3,(2.206e-3) + ((-2.264e-2) * (((-4.636) + (x1)) * (((x1) + (x1)) * (Exp(((x0) + (x0)) - ((x0) * (x0))))))),(0.002206 + (-0.02264 * ((-4.636 + x1) * ((x1 + x1) * exp(((x0 + x0) - (x0 * x0))))))),(((4.528e-2) * ((x1) * ((4.636) - (x1)))) + ((2.206e-3) * (Exp((x0) * ((x0) - (2.0)))))) * (Exp((x0) * ((2.0) - (x0)))),(((0.04528 * (x1 * (4.636 - x1))) + (0.002206 * exp((x0 * (x0 - 2.0))))) * exp((x0 * (2.0 - x0)))),live_haskell
